country,CTY_CODE,ISO3,HS2,2024_tariff,2025_tariff_increase,2025_tariff,2024_imports,2024_duty,HS_Section,sector_description
Cyprus,4910.0,CYP,23,0.5922664854942462,10.0,10.592266485494246,496481748.0,2940495.0,4,"Food, Bev. & Tobacco"
Cyprus,4910.0,CYP,24,4.745406632130714,10.0,14.745406632130713,288744128.0,13702083.0,4,"Food, Bev. & Tobacco"
Cyprus,4910.0,CYP,26,0.3043384621519097,7.28480324363152,7.5891417057834305,51813037.0,157687.0,5,Mineral Products
Cyprus,4910.0,CYP,28,0.7530284689114832,9.554747061700144,10.307775530611627,4636058322.0,34910839.0,6,Chemicals
Cyprus,4910.0,CYP,31,0.0,7.978755537716688,7.978755537716688,473308567.0,0.0,6,Chemicals
Cyprus,4910.0,CYP,35,0.9749144107050736,10.0,10.974914410705074,1673309146.0,16313332.0,6,Chemicals
Cyprus,4910.0,CYP,36,0.9475248873236818,10.0,10.947524887323683,244535635.0,2317036.0,6,Chemicals
Cyprus,4910.0,CYP,37,1.2961914104748389,10.0,11.296191410474838,307079955.0,3980344.0,6,Chemicals
Cyprus,4910.0,CYP,38,2.430741931671458,10.0,12.430741931671458,7858522886.0,191020411.0,6,Chemicals
Cyprus,4910.0,CYP,41,2.6192944035755903,10.0,12.61929440357559,201330442.0,5273437.0,8,Leather
Cyprus,4910.0,CYP,43,2.9632423715799394,10.0,12.96324237157994,54196478.0,1605973.0,8,Leather
Cyprus,4910.0,CYP,44,1.011761873270857,8.449113202170285,9.460875075441141,2645075260.0,26761863.0,9,Wood Products
Cyprus,4910.0,CYP,45,0.0175445524933937,10.0,10.017544552493394,254734340.0,44692.0,9,Wood Products
Cyprus,4910.0,CYP,46,9.329459002024397,10.0,19.329459002024397,14872588.0,1387532.0,9,Wood Products
Cyprus,4910.0,CYP,47,0.0,10.0,10.0,402183218.0,0.0,10,Pulp & Paper
Cyprus,4910.0,CYP,50,0.6440405317432613,10.0,10.644040531743261,12718920.0,81915.0,11,Textile & App.
Cyprus,4910.0,CYP,51,9.007027272459602,10.0,19.007027272459602,79235721.0,7136783.0,11,Textile & App.
Cyprus,4910.0,CYP,52,7.130234489691826,10.0,17.130234489691826,93769623.0,6685994.0,11,Textile & App.
Cyprus,4910.0,CYP,53,0.4861648858606349,10.0,10.486164885860635,79249039.0,385281.0,11,Textile & App.
Cyprus,4910.0,CYP,54,6.430670105199901,10.0,16.4306701051999,270927535.0,17422456.0,11,Textile & App.
