"Use Table, After Redefinitions"
"Use Table, After Redefinitions"
"March 15, 2024"
,Commodities/Industries,111,112,113FF,211,212,213,2211,2212NW,23EH,23MR,23OC,23OR,23OT,23PC,23SF,23TH,321,327,3311IS,3313NF,332,33311,33312,33313,3332OM,3341,3342,3344,3345,334X,335,336111,336112,33612,3362BP,3364,3365AO,337,3391,3399,311,3121,3122,313TT,315AL,322,323,324,3251,3252,3254,325X,326,4231,4234,4236,4238,423X,4242,4244,4247,424X,425,42ID,441,445,452,444,446,447,448,454,4A0X,481,482,483,484,485,486,48A,492,493,5111,5112,512,515,5171,5172,5174OT,518,519,521CI,523,524113,5241XX,5242,525,HSO,HST,ORE,532RL,5411,5415,5412,5413,5416,5417,5418,541X,55,5613,5617,561X,562,61,6211,6212,6213,6214,6215OH,622,623,624,711AS,713,721,722,811,812,813,814,GFGD,GFGN,GFE,GSLGE,GSLGH,GSLGO,GSLE,,F010,F02E,F02N,F02R,F02S,F030,F040,F050,F06C,F06E,F06N,F06S,F07C,F07E,F07N,F07S,F10C,F10E,F10N,F10S,TOTFU,
523,"Securities, commodity contracts, and investments",97,176,8,55,1566,9998,488,176,20,207,148,273,103,16,315,121,26,57,745,735,1985,210,50,48,1336,0,0,12,132,0,307,46,241,74,1340,199,313,546,412,464,93,11,1,6,1,18,22,40,7,11,1,7,70,584,384,507,158,401,22,305,9,445,19,0,80,127,109,49,65,158,95,102,96,2073,409,728,376,2110,210,1642,20,25,223,66,546,64,27,75,3,102,17,47393,38407,2572,18,0,115104,1,2,7356,2446,460,488,703,201,528,323,177,311,8899,185,203,806,37,160,631,117,71,185,221,9336,307,1889,980,67,112,14293,42,48,3435,0,0,0,16,0,0,580,2702,297576,237104,0,0,0,0,0,72742,-60,0,0,0,0,0,0,0,0,0,0,0,0,309786,607362
524113,Direct life insurance carriers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89363,89363
5241XX,"Insurance Carriers, except Direct Life Insurance",2172,827,377,3355,409,4730,697,214,18,282,13,24,9,4,15,10,41,398,49,186,335,30,30,7,383,1,1,32,57,8,302,93,585,56,436,183,984,130,119,105,945,407,179,83,18,92,52,125,216,107,221,410,208,4413,5372,5512,4157,4622,6226,3648,3330,4383,2367,0,2743,1092,1314,782,394,1281,292,1575,751,1140,14,930,16296,2808,635,1381,628,1764,219,222,992,3,172,42,641,502,389,2163,9670,3191,33065,424,379,4481,84,64795,9211,3103,2265,2644,3471,1834,1446,556,1024,149,1262,3418,2732,1473,808,7916,416,707,1005,1768,18418,3398,9986,2104,1445,1330,8164,587,1089,1391,0,0,1083,142,1065,2094,515,3515,325588,332221,0,0,4671,0,0,19094,-50618,0,0,0,0,0,0,0,0,0,0,0,0,305368,630956
5242,"Agencies, brokerages, and other insurance related activities",523,248,42,159,529,338,1142,396,0,90,0,0,0,0,0,0,246,891,135,501,902,113,58,12,1204,2,1,69,157,17,690,52,1250,150,1066,108,169,402,299,277,2198,1042,340,273,51,366,29,382,419,300,560,931,655,141,215,269,228,724,328,221,1065,828,387,0,987,510,408,593,574,182,611,902,1386,119,35,116,44,8153,73,2217,72,1050,115,0,1108,11,0,88,1260,162,165,3381,3119,10309,162734,141874,14701,0,1,428,1693,178,475,371,236,826,388,147,877,212,60,433,1576,170,1589,69,44,142,136,382,70,127,872,757,358,191,249,125,348,264,0,0,0,3876,0,237,0,9286,408442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408442
525,"Funds, trusts, and other financial vehicles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,3026,8556,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,12775,165433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165433,178208
HSO,Owner-occupied housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686527,1686527
HST,Tenant-occupied housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511202,0,0,0,0,0,3290,0,0,0,0,0,0,0,0,0,0,0,0,0,514492,514492
ORE,Other real estate,2988,1137,15,1740,191,1043,7125,2241,902,3214,1663,5687,1387,530,1616,1032,712,979,136,298,5188,39,12,46,1434,0,2,4,18,2,530,0,9,1,191,106,274,1094,52,1129,4052,1418,153,490,54,1603,1928,109,67,246,4,693,2772,8756,6041,10157,9177,17816,6462,7354,2255,16356,3054,0,15539,26138,18179,9329,18333,11240,27212,14938,30126,350,170,1188,8405,3137,659,5390,2309,9491,1685,5220,5594,2206,6392,14853,2900,10290,3716,29001,33389,1039,18599,3849,787,5926,35,201670,13254,21816,9140,7758,13405,8240,69820,7211,8976,38536,16177,12655,16605,3762,20716,25211,6537,6573,8475,6520,74295,29743,16406,14425,19297,7169,64405,16954,32311,23848,0,334,7413,632,1031,926,8291,2513,1336448,5874,0,0,135998,37257,0,3238,0,0,0,0,0,0,0,0,0,0,0,0,0,182367,1518815
532RL,Rental and leasing services and lessors of intangible assets,1875,740,69,4424,2703,6235,2385,442,1395,6161,2360,5275,3330,2114,1908,4483,276,736,337,303,1794,131,48,47,1212,2,10,55,494,0,364,31,211,36,5186,429,431,251,380,421,2033,1116,191,83,1911,868,404,1384,1474,1152,294,892,948,2742,1840,2213,1879,3698,992,3495,819,6846,263,0,818,1054,2870,2499,575,674,531,1420,649,13748,6633,8380,19842,1545,99,1983,205,4919,973,729,1328,3236,2951,2051,644,8052,3914,4463,6194,15,3440,155,33,4755,51,2763,10038,1916,2082,1505,2189,2240,4536,3229,1501,17774,1532,4460,3807,2638,1092,2300,85,170,446,820,3819,481,432,2149,2594,1275,10817,910,1362,342,0,426,176,228,1184,5145,776,650,307938,103973,0,0,0,0,0,85471,0,0,0,0,0,0,0,0,0,0,0,0,0,189444,497382
5411,Legal services,193,164,57,683,512,656,6360,992,172,1118,600,1434,907,216,687,746,414,412,244,168,1677,72,39,7,834,1,39,44,297,2,99,17,491,1,256,258,171,273,596,477,987,108,58,106,36,701,268,716,409,170,185,294,885,637,2460,3362,1725,2322,1717,1474,495,2920,362,0,597,688,656,381,505,398,300,2171,508,506,1013,231,230,255,108,423,191,297,592,2683,917,541,1051,1067,332,2395,2250,5615,11825,1937,9841,2008,2373,1372,1,14147,980,2501,3425,858,1671,2406,25212,364,1092,10841,3834,1833,3016,516,374,2073,334,532,471,1515,17380,1563,819,2286,2250,756,2776,1373,1215,2498,0,0,128,82,2276,2955,8366,1314,227073,108701,0,0,23637,0,0,15942,-4743,0,0,0,0,0,0,0,0,0,0,0,0,143537,370610
5415,Computer systems design and related services,347,102,19,3524,570,147,1623,987,478,991,473,987,679,294,650,588,317,382,179,159,1559,77,23,18,1789,2,28,32,400,2,112,11,76,12,575,1955,185,248,275,258,975,126,301,101,10,328,362,691,79,31,98,219,598,1145,3039,4010,2411,3681,755,1642,544,3047,223,0,3976,895,1672,815,655,963,537,2160,872,575,1366,82,734,371,25,262,0,340,3848,3469,683,329,1465,1984,414,8936,4162,8581,9201,1569,4245,1513,1433,624,0,5007,716,3917,7440,987,1068,2358,3158,1453,1026,2302,5353,1798,10642,590,1593,2483,277,227,672,439,5091,1011,1653,544,1162,1138,5059,1085,899,1454,0,6133,12804,131,4869,7826,17203,5279,241152,0,43490,251196,0,0,0,39187,-34471,0,3767,8931,0,0,0,24912,0,0,1105,8938,0,347055,588207
5412,"Accounting, tax preparation, bookkeeping, and payroll services",626,641,44,449,349,109,2039,1695,125,821,414,780,542,124,506,495,352,364,135,130,692,48,11,11,411,0,7,15,71,3,196,7,45,4,253,261,97,276,173,180,885,358,8,110,8,354,157,606,145,90,31,231,477,572,2104,3472,2961,3159,968,1857,451,3255,438,0,2676,1785,777,700,673,988,499,1357,1070,210,507,193,1459,327,34,592,79,437,586,1129,833,602,1213,2214,368,599,1369,3341,7035,1678,7404,2851,1983,262,0,6293,1337,2049,2777,5191,1890,2855,2631,422,1929,6421,4106,1067,4328,525,557,3057,540,621,579,926,10165,2199,1820,2036,1876,787,3994,2717,2662,1965,0,0,10,314,2149,4062,4993,2379,178257,19861,0,0,0,0,0,2718,-5136,0,0,0,0,0,0,0,0,0,0,0,0,17443,195700
5413,"Architectural, engineering, and related services",6,1,228,1813,1197,1647,985,1744,1659,6025,3991,10178,3041,2371,5439,3239,650,644,655,237,1110,208,48,37,495,0,0,3,143,0,202,1,204,14,548,186,717,205,167,219,1790,197,50,128,27,954,494,743,759,333,23,262,913,0,377,591,1369,952,6738,1014,204,1211,71,0,277,175,495,227,129,130,173,577,221,223,1321,3,235,37,396,203,4,278,111,161,249,21,1356,7066,358,579,53,88,1169,3,245,276,1104,1683,2,36158,1946,425,9517,382,16173,5296,23589,67,668,3145,679,2002,3262,795,292,1385,41,278,169,316,1718,514,655,84,633,412,1439,42,172,403,0,61172,3303,703,4851,3231,21047,15436,311485,0,52635,0,3432,0,0,23828,-9606,0,0,0,0,0,0,0,0,0,0,0,0,70289,381774
5416,"Management, scientific, and technical consulting services",1,0,3,108,48,201,219,394,214,361,165,566,159,59,202,132,127,65,25,56,180,13,9,5,282,0,3,5,70,1,149,3,299,0,121,16,99,148,191,65,647,131,254,35,0,200,76,972,292,104,288,176,194,1519,3472,4177,4395,3647,2241,1417,208,4906,57,0,1496,1146,411,398,747,465,664,5018,465,18,23,348,574,693,100,638,154,611,1315,3524,1220,484,1089,1073,362,7421,3823,17203,23196,14,290,5021,299,0,0,1566,1398,1352,5030,758,9873,4596,31444,476,1903,12810,1284,1711,3932,751,791,7353,248,518,1608,1728,14361,4026,1934,3183,1215,1726,2977,1147,1481,6352,0,126,5667,18,4409,1631,10586,861,267305,0,0,0,0,0,0,60722,-35448,0,0,0,0,0,0,0,0,0,0,0,0,25274,292579
5417,Scientific research and development services,0,0,2,0,0,0,1561,190,0,18,0,0,0,0,0,0,27,24,15,14,71,4,1,0,27,0,0,0,2,0,4,0,0,0,23,5,22,36,11,13,84,6,0,2,0,31,19,49,8,6,1,5,70,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,30,0,0,0,14,0,0,39,60,20,41,6,693,417,0,0,0,0,0,0,0,0,0,914,0,449,67,6221,0,0,2172,0,0,0,73,3,0,0,0,0,0,1913,0,0,2,0,0,0,0,0,72,0,0,0,226,0,0,486,154,16448,6081,0,533217,0,0,0,48904,-33089,0,0,53483,0,0,0,88020,0,0,0,21939,0,718555,735003
5418,"Advertising, public relations, and related services",3,0,2,167,50,315,1622,323,194,873,397,1050,383,121,829,284,411,492,151,336,1532,92,66,59,1151,13,156,50,433,8,544,13,362,20,466,341,188,720,829,1026,4954,1575,189,256,48,565,360,281,294,101,1319,832,1074,8222,5977,8503,2759,9449,11504,2815,939,12162,1969,0,17847,6072,2790,3471,2401,1106,4605,26570,7523,1254,209,2146,719,491,27,328,127,797,1719,9702,3434,5585,4798,5403,1128,9263,20452,21664,4600,2091,15181,2558,112,0,11,14300,5789,5534,5530,878,1231,4536,12035,3304,2604,17951,6146,5288,18781,682,3730,1660,861,805,691,682,4138,961,737,2741,3975,5239,17608,1755,6548,2592,0,556,584,249,815,2381,3569,1485,447354,683,0,0,0,0,0,26091,-8529,0,0,0,0,0,0,0,0,0,0,0,0,18245,465599
541X,"Specialized design services and other professional, scientific, and technical services",132,629,25,479,50,211,5603,429,113,66,131,561,165,83,360,135,129,744,376,340,1382,134,13,27,663,0,1,4,129,0,185,4,34,2,666,187,486,510,304,306,1676,167,28,121,14,329,226,762,256,242,57,219,1299,282,1165,1444,1152,1675,728,1713,895,2364,227,0,307,724,660,701,437,778,105,1442,206,248,106,0,502,446,1514,258,21,222,2158,143,2788,244,754,1986,226,178,1011,8549,6994,78,1727,2,80,1,1,4043,832,630,3308,1750,6458,2208,13678,6279,2067,4466,983,408,1975,158,295,2158,154,78,303,307,7122,479,1084,341,360,92,1347,103,545,877,0,0,0,186,977,690,5426,2275,142878,54428,0,1286,0,0,0,6321,-3768,0,0,0,0,0,0,0,0,0,0,0,0,58267,201145
55,Management of companies and enterprises,0,0,0,23664,6341,6523,0,0,716,0,859,3957,905,1445,1933,1004,428,2356,244,748,4394,674,935,410,12261,307,270,928,1673,70,1989,189,1461,151,5461,3209,915,493,1212,2758,22939,1724,2957,828,252,2277,369,3909,2850,3156,6130,8417,1860,7746,12990,17818,5002,12790,12305,11664,6006,16141,1304,0,1781,2932,10122,325,244,92,18833,2448,5253,4932,0,1753,4433,224,0,3709,3410,1656,1574,1920,504,2162,491,151,65,2979,23,8612,13328,680,5470,567,1227,0,44,14056,12720,4738,4432,2834,4924,3230,8693,1268,2346,0,11878,3110,7425,3801,3628,34083,3834,1179,6006,5163,11375,6538,3310,3257,2541,6506,68527,6801,4659,0,0,0,0,0,0,0,0,0,607123,0,0,0,0,0,0,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,4440,611563
5613,Employment services,2,17,2,22,11,1254,8608,1828,139,493,59,1565,452,303,574,292,75,371,808,904,4367,99,106,286,801,9,131,129,309,1,151,0,23,46,835,1312,1022,37,276,262,825,174,289,77,110,326,1041,880,362,109,326,342,516,1201,2834,3567,2152,4978,1182,1875,140,3696,344,0,2523,555,299,997,931,519,632,3960,1343,656,11,380,6837,4568,1261,3070,1933,4128,1088,11307,1573,1760,22259,6873,531,10024,11671,12531,10204,729,392,3418,12,0,1,10027,3077,3936,22472,2766,10103,8193,12602,2617,3712,7494,50123,6649,13917,3543,1896,8012,72,579,3522,3575,27412,6058,1695,2043,1305,1141,6355,6867,3222,1507,0,3285,22,159,1572,842,6081,1860,434616,2360,0,0,0,0,0,1552,-1973,0,0,0,0,0,0,0,0,0,0,0,0,1939,436555
5617,Services to buildings and dwellings,321,151,16,303,562,893,292,430,33,292,144,976,246,114,244,202,379,255,210,173,619,31,36,24,327,0,2,21,74,0,161,14,155,14,665,285,163,149,87,70,1784,229,101,125,6,1092,309,847,1047,372,235,437,784,458,813,1126,1076,1525,379,1040,386,1497,164,0,1002,1086,2713,635,352,985,498,693,691,1046,454,9,291,2002,178,1111,50,253,147,395,222,99,289,327,116,478,948,1702,1977,322,1056,8,160,198,157,109100,3043,518,378,180,560,434,699,227,422,1282,1563,1360,1839,522,802,671,87,107,508,200,4274,1071,1048,386,1302,2336,4263,531,626,1276,0,120,49,195,1815,990,13247,1353,206999,25822,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,25883,232882
561X,Other administrative and support services,27,6,6,152,105,538,1565,371,49,327,346,502,237,81,312,198,245,449,842,918,4758,114,100,278,964,9,128,126,326,4,148,8,62,48,922,1539,1128,166,425,575,905,128,52,67,262,287,1141,1132,457,144,348,359,688,2089,3805,3997,2993,5449,3375,4649,4181,10345,1175,0,2657,1426,2144,1412,725,1512,517,3395,915,3635,479,6925,2612,2848,2167,3714,193,1131,1067,4377,668,160,1431,1598,269,2636,3171,9554,3322,1325,3544,1614,2,1991,21,17478,18946,5195,7737,1281,5214,6023,7228,1630,1412,9528,6006,1809,7374,1310,1796,7175,237,286,1155,1108,11298,2128,956,2739,662,1202,2674,322,861,2544,0,5182,11263,349,2623,3009,13890,4846,318765,48710,0,0,0,0,0,1531,-420,0,0,0,0,0,0,0,0,0,0,0,0,49821,368586
562,Waste management and remediation services,102,97,2,493,102,167,410,221,71,421,149,384,154,101,345,160,111,201,126,96,298,14,12,9,172,1,2,35,33,0,49,5,22,3,134,117,42,78,52,47,884,157,30,53,1,239,60,519,910,146,91,202,250,118,79,532,113,634,66,261,33,372,43,0,682,347,207,103,110,475,104,98,188,118,151,12,709,47,270,163,31,200,24,26,51,20,5,2,55,46,29,368,110,839,566,11,434,2,0,45934,696,255,274,251,128,405,843,127,218,658,94,1254,811,11395,244,802,107,203,196,145,1778,636,423,107,461,787,1551,313,496,470,0,132,955,252,2339,724,18388,4149,116435,30129,0,0,0,0,0,242,-290,0,0,0,0,0,0,0,0,0,0,0,0,30081,146516
61,Educational services,1,0,0,0,0,0,80,40,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,1,289,123,179,308,223,0,93,0,412,0,0,67,433,0,670,0,815,0,1155,159,162,10,0,0,0,10,32,0,0,0,0,0,0,9,7,0,109,0,35,8,0,0,0,0,0,0,0,0,0,84,0,37,0,0,0,0,0,39,130,91,0,2164,0,0,0,0,0,4,0,0,2886,254,0,0,0,10,2032,0,0,20,112,4233,1290,3297,8,22148,382844,0,0,0,0,0,2431,-1673,0,0,0,0,0,0,0,0,0,0,0,0,383602,405750
6211,Offices of physicians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,270,0,0,318,527478,0,0,0,0,0,218,-59,0,0,0,0,0,0,0,0,0,0,0,0,527637,527955
6212,Offices of dentists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142068,0,0,0,0,0,133,-59,0,0,0,0,0,0,0,0,0,0,0,0,142142,142142
6213,Offices of other health practitioners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6808,0,0,6811,104466,0,0,0,0,0,133,-59,0,0,0,0,0,0,0,0,0,0,0,0,104540,111351
6214,Outpatient care centers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,2495,0,0,2982,186345,0,0,0,0,0,139,-59,0,0,0,0,0,0,0,0,0,0,0,0,186425,189407
6215OH,Other ambulatory health care services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,108,0,0,10816,0,0,4304,233,12749,86,0,137,3,0,0,0,0,53,0,0,0,0,0,316,0,0,28895,190074,0,0,0,0,0,398,-176,0,0,0,0,0,0,0,0,0,0,0,0,190296,219191
622,Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,1140994,0,0,0,0,0,4456,-5557,0,0,0,0,0,0,0,0,0,0,0,0,1139893,1140133
623,Nursing and residential care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853,0,0,1156,0,0,3009,258134,0,0,0,0,0,265,-117,0,0,0,0,0,0,0,0,0,0,0,0,258282,261291
624,Social assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250586,250586
711AS,"Performing arts, spectator sports, museums, and related activities",40,39,0,0,0,30,118,23,2,61,13,53,6,1,31,9,26,36,28,18,72,7,2,4,39,0,0,0,6,0,5,3,0,0,35,5,11,15,18,13,93,11,1,6,1,37,28,51,20,12,2,6,89,223,393,497,430,629,25,486,9,527,10,0,384,384,71,94,22,133,25,212,59,0,156,0,62,23,0,262,3,7,80,103,10925,17317,13019,78,21,412,55,2647,767,0,202,19,306,0,1,6228,289,528,912,602,449,577,170,3114,288,4202,816,233,1186,105,335,666,60,29,92,81,1189,190,724,25377,677,185,3109,31,711,720,0,0,17,29,313,157,769,30,107394,48139,0,6265,0,0,0,49139,-1363,0,0,0,0,0,0,0,0,0,0,0,0,102180,209574
713,"Amusements, gambling, and recreation industries",8,11,0,0,0,16,41,10,1,16,9,38,4,1,19,5,6,13,5,3,19,1,0,1,9,0,0,0,2,0,1,1,0,0,8,1,3,5,5,4,17,3,0,0,0,7,7,6,6,3,0,2,16,54,28,45,52,59,0,129,0,101,0,0,6,30,2,45,0,55,0,89,123,0,0,0,0,0,0,5,0,1,9,17,14,1,7,19,8,120,18,447,182,0,25,7,26,0,1,0,69,75,255,78,90,103,41,40,47,838,184,36,267,26,47,240,11,8,8,14,13,26,55,161,253,351,793,4,12,27,0,2,2,1,79,0,572,107,6993,228962,0,0,0,0,0,20,-28,0,0,0,0,0,0,0,0,0,0,0,0,228954,235947
721,Accommodation,0,1,0,1,9,255,1036,184,14,328,15,18,6,1,11,5,99,179,86,53,323,23,8,22,172,0,0,1,39,0,23,17,35,1,147,23,43,78,91,65,301,44,8,17,2,116,159,108,110,46,11,39,295,1083,181,740,243,597,0,273,0,352,0,0,36,50,49,75,2,77,3,99,7,0,15,0,0,0,13,340,1,14,171,328,307,26,129,372,165,3452,343,8563,3537,0,477,121,505,0,12,15023,1483,1132,5000,1082,1870,1352,713,544,658,962,3394,595,2080,599,653,2724,205,144,195,265,254,287,362,143,246,221,3043,79,153,457,0,2889,1034,53,829,420,2048,182,80799,128598,0,0,0,0,0,47490,0,0,0,0,0,0,0,0,0,0,0,0,0,176088,256887
722,Food services and drinking places,210,185,5,12,34,505,2134,213,1,308,9,17,8,2,40,107,141,228,125,84,387,33,9,23,232,0,0,3,39,1,46,16,31,2,188,38,54,91,101,79,457,81,8,37,6,174,146,236,123,58,24,48,362,596,966,1617,1201,1203,95,1245,37,1503,48,0,798,809,1037,660,220,913,194,1284,444,8577,3,18,958,163,73,301,1295,285,148,293,434,21,120,386,121,2906,248,12380,3560,3,3381,88,1194,0,10,43224,3463,2071,6566,2685,4457,4014,3060,1106,2293,4752,3901,706,7523,553,882,10798,257,903,10621,369,17628,7473,3386,571,1398,9808,6289,238,905,680,0,1053,334,291,3919,3765,3000,614,234893,759663,0,0,0,0,0,53606,0,0,0,0,0,0,0,0,0,0,0,0,0,813269,1048162
811,Repair and maintenance,192,102,23,64,125,583,394,704,749,1168,377,897,566,486,458,1074,382,967,637,571,1655,85,80,63,782,2,27,318,223,0,162,15,172,15,697,330,155,146,279,181,1877,230,106,123,7,1204,324,974,1161,430,272,511,952,1057,492,919,1693,3057,500,2388,1166,3695,516,0,1582,2222,2174,1161,433,1978,283,1247,598,486,53,377,8174,2262,616,1620,43,909,199,1065,365,278,1619,1297,232,1543,650,2948,2632,4,3723,55,92,0,0,5758,6970,823,2225,245,1534,1228,3336,352,707,6804,613,8210,6738,5075,1795,1547,484,160,642,1093,9008,695,410,556,1310,1399,9900,1779,1452,526,0,4261,9746,635,6397,3601,9719,3159,203372,206184,0,0,0,0,0,79,-4893,0,0,0,0,0,0,0,0,0,0,0,0,201370,404742
