"Use Table, After Redefinitions"
"Use Table, After Redefinitions"
"March 15, 2024"
,Commodities/Industries,111,112,113FF,211,212,213,2211,2212NW,23EH,23MR,23OC,23OR,23OT,23PC,23SF,23TH,321,327,3311IS,3313NF,332,33311,33312,33313,3332OM,3341,3342,3344,3345,334X,335,336111,336112,33612,3362BP,3364,3365AO,337,3391,3399,311,3121,3122,313TT,315AL,322,323,324,3251,3252,3254,325X,326,4231,4234,4236,4238,423X,4242,4244,4247,424X,425,42ID,441,445,452,444,446,447,448,454,4A0X,481,482,483,484,485,486,48A,492,493,5111,5112,512,515,5171,5172,5174OT,518,519,521CI,523,524113,5241XX,5242,525,HSO,HST,ORE,532RL,5411,5415,5412,5413,5416,5417,5418,541X,55,5613,5617,561X,562,61,6211,6212,6213,6214,6215OH,622,623,624,711AS,713,721,722,811,812,813,814,GFGD,GFGN,GFE,GSLGE,GSLGH,GSLGO,GSLE,,F010,F02E,F02N,F02R,F02S,F030,F040,F050,F06C,F06E,F06N,F06S,F07C,F07E,F07N,F07S,F10C,F10E,F10N,F10S,TOTFU,
5412,"Accounting, tax preparation, bookkeeping, and payroll services",631,679,76,239,290,80,2035,1507,121,795,366,701,494,115,488,430,266,300,107,109,612,39,12,12,436,0,5,18,73,10,179,4,20,3,232,303,94,285,157,155,745,225,3,86,7,316,168,402,121,61,32,215,413,488,1953,3324,2708,2908,875,1666,338,3132,361,0,2872,1638,769,670,716,842,503,1058,1070,242,431,106,1301,250,12,546,72,437,675,1039,429,513,1261,2694,360,458,1036,3764,5847,1794,6529,2220,2169,367,1,5690,996,2280,2553,4745,1973,2770,2273,283,1622,5727,3845,809,4176,452,563,3341,531,659,568,974,8209,2157,1094,1928,1409,778,3533,2693,2347,1726,0,0,9,245,1540,3195,4122,1922,161453,17900,0,0,0,0,0,2679,-3367,0,0,0,0,0,0,0,0,0,0,0,0,17212,178665
5413,"Architectural, engineering, and related services",6,2,421,1084,1088,1280,1051,1662,1732,6503,3920,9836,3068,2470,5801,3156,473,562,532,208,1035,167,52,39,545,0,0,3,159,1,210,0,77,10,541,316,724,239,170,203,1592,171,22,107,23,890,570,505,747,285,28,245,866,0,370,599,1373,934,6866,960,145,1250,56,0,313,167,497,226,148,125,187,464,236,279,1229,2,230,34,177,199,3,288,134,166,141,20,1595,9697,402,495,44,116,1101,3,235,241,1383,2336,4,30649,1351,496,9784,369,16398,5014,17232,54,553,3062,583,1584,2869,721,320,1139,39,271,155,330,1259,438,544,73,592,428,1289,52,208,528,0,34478,3153,583,4023,2825,19088,13297,266698,0,51774,0,3058,0,0,33253,-14609,0,0,0,0,0,0,0,0,0,0,0,0,73476,340174
5416,"Management, scientific, and technical consulting services",1,0,5,59,38,147,202,316,198,341,142,483,141,51,187,108,104,53,20,45,162,10,9,4,284,0,2,6,65,4,142,2,160,0,113,19,102,139,175,52,512,84,219,28,1,201,80,612,254,65,280,155,170,1276,3140,3911,3961,3332,1987,1238,152,4602,46,0,1588,1030,396,373,777,388,639,3807,459,20,19,188,499,515,33,573,142,590,1483,3188,629,395,1115,1277,345,5752,2832,19615,19331,14,248,3676,259,0,0,1240,971,1471,4550,747,9947,4549,27281,330,1573,11244,1382,1513,4022,681,781,7839,258,551,1693,1920,13909,4381,1384,2967,892,1664,2543,1032,1280,5341,0,75,5275,16,2997,1233,8182,693,240999,0,0,0,0,0,0,51485,-31341,0,0,0,0,0,0,0,0,0,0,0,0,20144,261143
5417,Scientific research and development services,0,0,2,0,0,0,1394,146,0,15,0,0,0,0,0,0,18,19,10,11,58,2,1,0,25,0,0,0,2,0,3,0,0,0,18,8,16,38,10,10,63,5,0,1,0,23,19,29,7,5,2,4,58,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,24,0,0,0,12,0,0,37,67,17,29,4,516,277,0,0,0,0,0,0,0,0,0,834,0,349,48,5020,0,0,1785,0,0,0,55,3,0,0,0,0,0,1178,0,0,1,0,0,0,0,0,77,0,0,0,153,0,0,354,99,12981,5303,0,437476,0,0,0,39414,-30833,0,0,50501,0,0,0,80601,0,0,0,21404,0,603866,616847
5418,"Advertising, public relations, and related services",3,0,4,88,38,218,1576,292,175,782,330,883,327,110,755,230,344,490,151,339,1433,86,76,48,1303,33,103,59,587,22,530,10,143,13,424,496,210,729,696,849,5039,1381,84,194,50,535,415,211,264,98,1382,764,945,6694,5233,7697,2388,8286,9888,2419,666,10990,1544,0,18255,5306,2639,3144,2446,895,4344,19523,7127,1158,161,1108,670,425,6,354,228,572,1814,8696,3083,5088,6222,6764,1068,6957,13170,29388,4303,2128,12646,1273,118,0,26,10530,3691,5968,5111,903,1027,4459,8751,2383,1931,15287,4548,3370,12863,540,3315,1859,968,859,600,572,3447,998,648,2695,3764,5407,15407,1682,5664,2314,0,333,458,198,593,1707,2649,1171,391927,766,0,0,0,0,0,20441,-7593,0,0,0,0,0,0,0,0,0,0,0,0,13614,405541
541X,"Specialized design services and other professional, scientific, and technical services",128,893,53,284,44,165,5806,368,108,63,120,508,156,80,348,120,96,634,304,294,1294,110,13,28,716,0,0,4,130,2,186,2,18,1,640,312,484,599,305,275,1525,151,12,108,13,335,255,520,238,198,71,205,1223,246,1116,1436,1089,1601,675,1572,675,2325,192,0,337,695,669,686,480,676,110,1148,214,234,92,0,456,369,355,246,18,225,2659,138,1530,227,845,2599,232,143,820,9074,5985,89,1634,1,95,1,2,3638,707,730,3220,1820,5872,2030,9909,4664,1795,4163,866,295,1670,133,328,1721,139,76,280,298,5288,416,813,278,310,85,1169,132,593,1076,0,0,0,142,712,547,4616,2064,127151,48440,0,1167,0,0,0,5254,-3517,0,0,0,0,0,0,0,0,0,0,0,0,51344,178495
55,Management of companies and enterprises,0,0,0,13479,4988,4712,0,0,659,0,750,3414,796,1329,1791,842,351,2218,224,716,4124,633,1080,457,13029,382,188,1149,1868,290,1862,142,1132,101,5049,4112,912,475,1102,2363,20195,1327,1935,651,192,2083,389,2708,2621,2580,6691,7508,1619,6566,11591,16491,4420,11340,10799,10036,4364,15535,1041,0,1915,2619,9564,303,260,76,18198,1897,5039,3052,0,1473,4382,147,0,3495,2898,1655,1763,1718,262,1715,498,178,62,2217,19,9495,10650,707,4682,1253,1316,0,88,7059,10414,5226,4393,2608,4222,3031,7932,942,2115,0,12608,2743,7268,2988,3616,34721,3743,1276,6303,5286,10591,6405,4919,2471,2035,5871,64479,5641,3673,0,0,0,0,0,0,0,0,0,547576,0,0,0,0,0,0,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,4296,551872
5613,Employment services,2,16,4,12,9,917,10477,1913,140,486,51,1444,426,284,566,264,57,372,556,855,4054,66,131,264,841,12,156,193,384,9,132,0,13,30,740,2313,1183,34,257,237,830,133,243,68,89,310,1247,662,201,96,143,285,484,1057,2676,3480,1988,4742,1095,1703,107,3580,293,0,2799,525,299,985,1020,454,644,3157,1357,394,9,334,7548,2200,315,2962,1581,4356,1509,10512,857,1427,21326,8638,424,6554,7464,13755,8460,802,354,1985,14,0,1,8518,2738,3902,22721,3162,7467,7291,10258,2338,3273,6556,35984,4329,10926,2994,1859,7628,81,645,3347,3717,23568,5312,1347,2954,1323,1051,6043,6220,2734,1333,0,2184,19,138,1144,670,5014,1599,382820,1879,0,0,0,0,0,975,-1588,0,0,0,0,0,0,0,0,0,0,0,0,1266,384086
5617,Services to buildings and dwellings,369,176,32,190,533,785,324,405,36,325,143,1013,255,118,271,200,396,261,190,159,640,29,40,28,392,0,1,28,85,1,167,15,143,11,748,420,188,176,96,68,1679,194,75,107,6,1076,377,610,1103,413,288,419,767,428,855,1213,1098,1574,386,1003,328,1607,152,0,1228,1145,2990,695,429,961,569,618,786,955,380,8,274,1844,38,1093,46,267,213,367,221,103,458,454,236,417,649,1548,1644,411,1076,8,198,293,261,74221,2706,629,314,190,516,369,555,222,422,1337,1493,1048,1714,492,909,810,107,117,638,214,3808,1144,1032,331,1215,2105,3862,480,544,1319,0,92,44,172,1325,792,11375,1216,167977,21348,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,21406,189383
561X,Other administrative and support services,29,6,10,93,87,394,1455,292,50,332,322,462,223,77,308,179,172,428,585,866,4447,78,123,259,1048,14,153,189,404,18,139,4,36,32,830,2695,1315,181,398,590,848,100,47,61,212,284,1384,849,263,128,179,292,665,1845,3595,3906,2791,5131,3103,4187,3171,9868,996,0,2909,1337,2120,1374,791,1315,528,2698,934,2954,411,5336,2383,2169,481,3616,149,1194,1237,4237,388,160,1637,2075,277,1876,2141,9084,2742,1467,3211,898,2,2862,35,15268,14976,5359,7832,1299,5094,5691,5800,1432,1224,8616,5429,1362,6337,1131,1836,6121,213,301,1123,1170,9952,1975,897,2265,577,1128,2340,368,915,2598,0,3418,9732,266,1934,2416,11539,4141,284331,41263,0,0,0,0,0,1401,-350,0,0,0,0,0,0,0,0,0,0,0,0,42314,326645
562,Waste management and remediation services,139,156,5,330,100,149,419,150,80,525,165,427,180,113,414,171,109,249,146,123,365,17,17,16,230,2,3,55,92,0,59,5,32,2,176,208,60,103,78,62,1004,170,28,66,1,295,94,495,1315,202,142,256,316,151,108,752,153,743,81,343,36,470,54,0,1024,484,297,150,175,563,155,117,282,63,142,10,782,34,15,169,96,277,42,35,54,26,7,3,83,51,35,714,141,1085,870,33,845,3,0,30034,646,309,307,265,139,415,727,125,216,859,104,967,809,11003,303,779,117,206,224,165,1713,802,555,124,474,1130,2078,383,591,559,0,92,1299,245,2135,778,17881,3469,104896,28334,0,0,0,0,0,156,-234,0,0,0,0,0,0,0,0,0,0,0,0,28256,133152
61,Educational services,1,1,0,0,0,0,103,46,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,1,314,142,214,346,265,0,106,0,488,0,0,74,481,0,774,0,840,0,1092,188,176,12,0,0,0,2,38,0,0,0,0,0,0,10,12,0,111,0,26,5,0,0,0,0,0,0,0,0,0,111,0,42,0,0,0,0,0,51,118,117,0,2073,0,0,0,0,0,3,0,0,2013,200,0,0,0,19,1746,0,0,15,61,3817,1131,2539,7,19966,360205,0,0,0,0,0,2580,-1731,0,0,0,0,0,0,0,0,0,0,0,0,361054,381020
6211,Offices of physicians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,515,0,0,617,491310,0,0,0,0,0,181,-15,0,0,0,0,0,0,0,0,0,0,0,0,491476,492093
6212,Offices of dentists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129315,0,0,0,0,0,100,-15,0,0,0,0,0,0,0,0,0,0,0,0,129400,129400
6213,Offices of other health practitioners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3833,0,0,3835,94125,0,0,0,0,0,100,-15,0,0,0,0,0,0,0,0,0,0,0,0,94210,98045
6214,Outpatient care centers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0,4238,0,0,5128,160922,0,0,0,0,0,106,-15,0,0,0,0,0,0,0,0,0,0,0,0,161013,166141
6215OH,Other ambulatory health care services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,76,0,0,10184,0,0,3884,218,8686,60,0,94,2,0,0,0,0,51,0,0,0,0,0,236,0,0,23557,175201,0,0,0,0,0,299,-44,0,0,0,0,0,0,0,0,0,0,0,0,175456,199013
622,Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16228,1039196,0,0,0,0,0,2815,-4439,0,0,0,0,0,0,0,0,0,0,0,0,1037572,1053800
623,Nursing and residential care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,0,0,899,0,0,2467,241619,0,0,0,0,0,200,-29,0,0,0,0,0,0,0,0,0,0,0,0,241790,244257
624,Social assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,0,1409,225279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225279,226688
711AS,"Performing arts, spectator sports, museums, and related activities",41,43,0,0,0,23,177,28,3,60,12,52,5,1,32,9,19,30,21,14,64,5,2,4,39,0,0,0,7,0,4,1,0,0,32,9,10,18,18,11,81,9,0,5,0,31,32,32,19,10,3,5,93,199,362,475,389,588,22,450,7,517,8,0,405,376,68,89,23,112,24,165,58,0,141,0,49,17,0,232,2,6,99,103,6779,15973,13503,99,21,332,43,2198,577,0,181,19,341,0,1,5134,269,595,955,548,392,514,106,2065,238,3925,714,167,1010,88,365,521,52,27,87,69,790,161,278,22008,580,170,2717,37,723,867,0,0,14,24,224,122,601,34,93358,39754,0,5477,0,0,0,48765,-1325,0,0,0,0,0,0,0,0,0,0,0,0,92671,186029
713,"Amusements, gambling, and recreation industries",8,12,0,0,0,12,38,9,1,15,8,34,3,0,19,4,4,10,4,2,16,1,0,1,9,0,0,0,2,0,1,0,0,0,7,2,2,5,5,3,15,2,0,0,0,6,8,4,6,2,0,1,15,46,26,43,48,55,0,117,0,98,0,0,7,28,2,43,0,48,0,70,134,0,0,0,0,0,0,5,0,1,10,16,7,1,7,24,8,93,14,364,133,0,22,6,29,0,1,0,50,83,257,70,77,90,27,30,38,776,156,26,221,22,50,183,9,7,7,12,10,21,46,139,205,316,699,5,13,29,0,2,2,0,56,0,461,89,6086,210212,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,210216,216302
721,Accommodation,0,1,0,1,8,201,1065,156,14,344,14,18,6,1,11,4,74,160,69,47,308,18,9,24,185,0,0,1,44,0,24,9,12,1,143,45,43,97,98,63,284,40,4,16,2,108,191,76,110,44,12,36,329,1023,184,778,244,606,0,268,0,373,0,0,42,50,52,78,2,71,3,84,7,0,14,0,0,0,3,332,1,15,215,334,171,25,148,498,176,3075,286,7625,2829,0,465,127,614,0,21,13795,1167,1384,5489,1061,1749,1295,489,391,572,942,3152,460,1858,534,738,2271,191,146,188,252,212,260,151,125,217,208,2741,102,184,542,0,1432,900,48,639,355,1796,171,73616,116187,0,0,0,0,0,47109,0,0,0,0,0,0,0,0,0,0,0,0,0,163296,236912
722,Food services and drinking places,226,217,8,8,30,391,2218,187,1,325,10,17,8,3,40,97,108,202,100,74,366,26,10,25,248,0,0,4,43,5,48,9,10,2,183,66,56,113,107,76,428,61,3,34,6,159,174,167,121,54,27,45,366,572,976,1696,1202,1230,95,1221,30,1582,45,0,951,806,1104,685,254,847,208,1093,478,7303,3,17,810,141,17,320,988,303,189,301,249,20,140,524,132,2610,211,11210,2879,4,3296,95,1464,0,17,39564,2918,2520,7251,2638,4175,3844,2356,889,1970,4646,3655,535,6672,502,1020,9037,241,912,10214,350,12962,6767,2264,513,1214,8952,5613,309,1122,853,0,517,288,236,2825,2941,2509,566,211990,681808,0,0,0,0,0,52750,0,0,0,0,0,0,0,0,0,0,0,0,0,734558,946548
811,Repair and maintenance,149,87,30,34,97,451,483,832,677,1067,315,760,485,426,417,881,343,869,498,442,1457,64,84,66,779,3,20,314,228,1,138,14,137,10,653,401,150,138,227,159,1457,160,66,86,5,989,328,591,1026,395,277,405,776,863,485,832,1433,2685,431,2010,823,3301,405,0,1630,1939,2005,1064,437,1600,264,940,565,336,42,405,6321,1192,147,1521,42,880,252,1168,267,203,1964,531,247,1123,973,3545,1879,3,3118,36,99,0,0,4850,8127,936,1872,309,1103,960,6522,322,480,5703,549,6134,5278,4377,1825,1766,462,186,739,1235,8385,742,374,508,1049,1403,8143,1531,1194,425,0,3040,8243,504,4515,2676,7635,2283,177338,191327,0,0,0,0,0,75,-4786,0,0,0,0,0,0,0,0,0,0,0,0,186616,363954
812,Personal and laundry services,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,2,66,22,20,85,0,0,0,20,0,0,0,0,0,0,0,0,0,12,14,11,0,14,1,2,0,0,8,0,0,0,1,0,0,1,0,4,189,310,291,295,689,0,377,0,1196,108,0,559,56,55,40,37,258,1,22,263,2,25,0,7,72,0,670,7,0,12,2,7,2,62,335,13,4,0,85,49,0,6,1,0,0,0,800,58,112,34,597,412,890,744,188,347,11,29,66,241,15,61,304,240,65,294,88,2861,624,271,142,240,340,875,487,2265,64,0,153,11,30,441,621,3777,60,25265,186239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186239,211504
813,"Religious, grantmaking, civic, professional, and similar organizations",67,42,0,15,12,44,140,85,10,82,67,257,44,21,288,58,16,24,10,9,35,3,1,0,22,0,0,0,3,0,3,0,0,0,14,4,6,14,8,8,52,5,0,4,0,20,13,28,2,4,2,3,39,130,0,114,124,123,0,321,0,111,0,0,76,38,19,72,21,97,32,109,55,52,39,0,111,33,2,40,9,27,32,25,24,2,24,116,5,59,5,3094,1743,230,2689,1,151,2221,16393,728,1720,144,352,84,137,100,357,30,52,354,92,65,114,25,55,312,84,61,64,104,300,115,62,136,10,10,284,49,307,303,0,0,0,6,0,0,0,19,36788,217059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217059,253847
814,Private households,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18684,18684
GFGD,Federal general government (defense),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599358,0,0,0,0,0,0,0,0,0,0,0,599358,599358
GFGN,Federal general government (nondefense),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3141,0,0,0,0,0,379143,0,0,0,0,0,0,0,382284,382284
GFE,Federal government enterprises,5,6,4,0,3,0,219,82,0,9,0,0,0,0,0,0,0,0,6,27,120,31,30,4,226,2,3,18,57,7,149,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,55,43,62,1,0,0,0,747,1864,2949,1654,3896,3015,1801,720,4001,397,0,976,653,368,460,547,268,438,2117,635,3,0,2478,3029,342,29,173,602,693,510,34,193,0,33,156,20,796,403,1784,2779,68,5,32,0,0,0,615,1335,367,521,325,288,765,217,333,229,242,157,30,912,130,220,378,106,96,137,301,2225,254,577,153,80,1254,5432,86,267,399,0,0,107,81,175,233,1471,106,63459,6914,0,0,0,0,0,710,-289,0,0,0,0,0,0,0,0,0,0,0,0,7335,70794
GSLGE,State and local government educational services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832472,0,0,0,832472,832472
GSLGH,State and local government hospitals and health services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68698,0,0,0,68698,68698
GSLGO,State and local government other services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836043,0,0,0,836043,836043
GSLE,State and local government enterprises,0,0,1,0,0,0,176,201,0,0,0,0,0,0,0,0,60,164,100,79,252,11,12,12,165,0,2,39,59,0,39,3,24,2,122,157,42,47,53,43,707,125,21,50,2,204,58,347,970,147,105,188,194,142,70,537,102,284,40,231,24,243,34,0,607,344,190,112,124,314,107,81,207,4,0,0,420,6,7,63,52,185,31,39,50,19,9,10,59,58,30,659,190,0,69,29,0,0,0,2086,1092,558,270,71,106,244,337,34,227,580,106,312,867,702,133,369,38,80,125,90,758,497,377,93,208,804,1437,289,457,393,0,1277,740,258,2040,1387,2950,1388,34545,72509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72509,107054
Used,"Scrap, used and secondhand goods",-18,0,125,0,0,1073,4943,807,0,0,0,0,0,1484,1178,0,0,83,21414,6211,723,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0,0,17,0,1943,0,0,0,0,0,38,48,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,226,0,-303,0,-183,384,4,132,4519,1083,0,0,0,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,375,0,0,0,0,819,0,0,0,0,0,0,0,0,-133,580,0,0,10196,9,82,0,-49,0,0,0,0,0,0,58047,81328,-125163,0,1361,-2586,4199,20932,-14075,0,0,0,-4,0,-4,0,-2683,0,-14497,0,3909,-47283,10764
Other,Noncomparable imports and rest-of-the-world adjustment,481,605,48,512,18,417,1797,103,75,0,153,572,130,223,366,263,192,268,362,280,771,164,161,161,1096,18,460,257,780,17,369,237,333,66,827,1017,107,172,354,200,1714,290,145,106,15,611,302,5681,1248,330,481,502,726,575,990,1190,1134,1011,434,796,858,857,397,0,120,512,1016,0,177,107,284,2601,139,15226,138,1681,947,15,47,455,92,108,230,663,318,208,2872,3886,442,525,251,4292,32829,255,547,577,249,0,98,1316,1555,278,2534,150,1180,963,321,260,388,2114,665,286,441,108,535,0,0,0,0,0,0,294,0,342,234,666,1942,259,4368,0,0,11756,2797,8,0,0,0,0,142492,110221,0,7711,0,0,0,0,-260421,0,0,0,0,0,0,0,0,0,0,0,0,-142489,3
