Country,bea_code,impVal_original,impVal_alternative,impVal_difference,impVal_pct_difference,data_source,abs_difference
Marshall Islands,21,22743.0,22743.0,0.0,0.0,both,0.0
Marshall Islands,11,11416812.0,11416812.0,0.0,0.0,both,0.0
Malta,Other,15886854.0,15886854.0,0.0,0.0,both,0.0
Micronesia,11,187494.0,187494.0,0.0,0.0,both,0.0
Mayotte,33DG,1211285.0,1211285.0,0.0,0.0,both,0.0
Namibia,11,4278288.0,4278288.0,0.0,0.0,both,0.0
Namibia,21,84703923.0,84703923.0,0.0,0.0,both,0.0
Namibia,31ND,4108103.0,4108103.0,0.0,0.0,both,0.0
Namibia,33DG,179594878.0,179594878.0,0.0,0.0,both,0.0
Namibia,Other,2539906.0,2539906.0,0.0,0.0,both,0.0
Nauru,31ND,357833.0,357833.0,0.0,0.0,both,0.0
Nauru,33DG,1543290.0,1543290.0,0.0,0.0,both,0.0
Malaysia,11,89804132.0,89804132.0,0.0,0.0,both,0.0
Malawi,Other,85298.0,85298.0,0.0,0.0,both,0.0
Nauru,Other,337801.0,337801.0,0.0,0.0,both,0.0
Nepal,11,184028.0,184028.0,0.0,0.0,both,0.0
Maldives,31ND,839862.0,839862.0,0.0,0.0,both,0.0
Malawi,33DG,261566.0,261566.0,0.0,0.0,both,0.0
Malawi,31ND,17928708.0,17928708.0,0.0,0.0,both,0.0
Malawi,11,22779038.0,22779038.0,0.0,0.0,both,0.0
Madagascar,Other,8934464.0,8934464.0,0.0,0.0,both,0.0
Madagascar,33DG,167785496.0,167785496.0,0.0,0.0,both,0.0
Nepal,33DG,8108468.0,8108468.0,0.0,0.0,both,0.0
Madagascar,31ND,389001786.0,389001786.0,0.0,0.0,both,0.0
Madagascar,21,58904153.0,58904153.0,0.0,0.0,both,0.0
Nepal,Other,5085415.0,5085415.0,0.0,0.0,both,0.0
Netherlands,11,801811365.0,801811365.0,0.0,0.0,both,0.0
Netherlands,21,31175585.0,31175585.0,0.0,0.0,both,0.0
Nepal,31ND,107083678.0,107083678.0,0.0,0.0,both,0.0
Maldives,11,2778022.0,2778022.0,0.0,0.0,both,0.0
Mongolia,33DG,3106009.0,3106009.0,0.0,0.0,both,0.0
Mongolia,Other,3766866.0,3766866.0,0.0,0.0,both,0.0
Montenegro,11,24955.0,24955.0,0.0,0.0,both,0.0
Montenegro,31ND,5098814.0,5098814.0,0.0,0.0,both,0.0
Montenegro,33DG,7981925.0,7981925.0,0.0,0.0,both,0.0
Montenegro,Other,2276612.0,2276612.0,0.0,0.0,both,0.0
Montserrat,21,95538.0,95538.0,0.0,0.0,both,0.0
Montserrat,31ND,62599.0,62599.0,0.0,0.0,both,0.0
Montserrat,33DG,5390086.0,5390086.0,0.0,0.0,both,0.0
Montserrat,Other,83571.0,83571.0,0.0,0.0,both,0.0
Mozambique,Other,2216358.0,2216358.0,0.0,0.0,both,0.0
Malaysia,Other,1942761954.0,1942761954.0,0.0,0.0,both,0.0
Morocco,21,35677890.0,35677890.0,0.0,0.0,both,0.0
Malaysia,33DG,45238990715.0,45238990715.0,0.0,0.0,both,0.0
Malaysia,31ND,5262951909.0,5262951909.0,0.0,0.0,both,0.0
Malaysia,21,339245.0,339245.0,0.0,0.0,both,0.0
Morocco,31ND,783748928.0,783748928.0,0.0,0.0,both,0.0
Morocco,33DG,822705364.0,822705364.0,0.0,0.0,both,0.0
Morocco,Other,86552499.0,86552499.0,0.0,0.0,both,0.0
Mozambique,11,5848972.0,5848972.0,0.0,0.0,both,0.0
Mozambique,21,49063566.0,49063566.0,0.0,0.0,both,0.0
Mozambique,31ND,26366940.0,26366940.0,0.0,0.0,both,0.0
Mozambique,33DG,132574753.0,132574753.0,0.0,0.0,both,0.0
Morocco,11,176199760.0,176199760.0,0.0,0.0,both,0.0
Timor-Leste,11,3656774.0,3656774.0,0.0,0.0,both,0.0
Timor-Leste,31ND,1601033.0,1601033.0,0.0,0.0,both,0.0
Timor-Leste,33DG,578235.0,578235.0,0.0,0.0,both,0.0
Timor-Leste,Other,76634.0,76634.0,0.0,0.0,both,0.0
Togo,11,6299230.0,6299230.0,0.0,0.0,both,0.0
Togo,31ND,76814423.0,76814423.0,0.0,0.0,both,0.0
Togo,33DG,6592243.0,6592243.0,0.0,0.0,both,0.0
Togo,Other,290469.0,290469.0,0.0,0.0,both,0.0
Tokelau,33DG,3399.0,3399.0,0.0,0.0,both,0.0
Tokelau,Other,174186.0,174186.0,0.0,0.0,both,0.0
Tonga,11,915637.0,915637.0,0.0,0.0,both,0.0
Tonga,31ND,282888.0,282888.0,0.0,0.0,both,0.0
Tonga,33DG,1206979.0,1206979.0,0.0,0.0,both,0.0
Rwanda,Other,785081.0,785081.0,0.0,0.0,both,0.0
Trinidad and Tobago,11,13346652.0,13346652.0,0.0,0.0,both,0.0
Trinidad and Tobago,21,1789436478.0,1789436478.0,0.0,0.0,both,0.0
Trinidad and Tobago,31ND,814012078.0,814012078.0,0.0,0.0,both,0.0
Trinidad and Tobago,33DG,633113703.0,633113703.0,0.0,0.0,both,0.0
Trinidad and Tobago,Other,75969060.0,75969060.0,0.0,0.0,both,0.0
Tunisia,11,28479675.0,28479675.0,0.0,0.0,both,0.0
Tunisia,21,1143362.0,1143362.0,0.0,0.0,both,0.0
Tunisia,Other,27196065.0,27196065.0,0.0,0.0,both,0.0
Turkey,11,375043079.0,375043079.0,0.0,0.0,both,0.0
Turkey,21,72974810.0,72974810.0,0.0,0.0,both,0.0
Turkey,Other,642176025.0,642176025.0,0.0,0.0,both,0.0
Turkmenistan,31ND,10046652.0,10046652.0,0.0,0.0,both,0.0
Turkmenistan,33DG,407744.0,407744.0,0.0,0.0,both,0.0
Turkmenistan,Other,4136189.0,4136189.0,0.0,0.0,both,0.0
Tonga,Other,439742.0,439742.0,0.0,0.0,both,0.0
Suriname,Other,32101705.0,32101705.0,0.0,0.0,both,0.0
"Svalbard, Jan Mayen Island",31ND,12285.0,12285.0,0.0,0.0,both,0.0
"Svalbard, Jan Mayen Island",33DG,28303.0,28303.0,0.0,0.0,both,0.0
"Svalbard, Jan Mayen Island",Other,1267.0,1267.0,0.0,0.0,both,0.0
Sweden,11,54701080.0,54701080.0,0.0,0.0,both,0.0
Sweden,21,24730525.0,24730525.0,0.0,0.0,both,0.0
Sweden,31ND,5324434920.0,5324434920.0,0.0,0.0,both,0.0
Switzerland,11,9799589.0,9799589.0,0.0,0.0,both,0.0
Switzerland,21,1748682.0,1748682.0,0.0,0.0,both,0.0
Switzerland,31ND,26501190350.0,26501190350.0,0.0,0.0,both,0.0
Switzerland,33DG,33153076591.0,33153076591.0,0.0,0.0,both,0.0
Switzerland,Other,3759503390.0,3759503390.0,0.0,0.0,both,0.0
Syria,11,696136.0,696136.0,0.0,0.0,both,0.0
Thailand,21,1179205.0,1179205.0,0.0,0.0,both,0.0
Syria,33DG,2642400.0,2642400.0,0.0,0.0,both,0.0
Syria,Other,9272158.0,9272158.0,0.0,0.0,both,0.0
Taiwan,11,213615461.0,213615461.0,0.0,0.0,both,0.0
Taiwan,21,818288.0,818288.0,0.0,0.0,both,0.0
Taiwan,Other,2590962618.0,2590962618.0,0.0,0.0,both,0.0
Tajikistan,11,71285.0,71285.0,0.0,0.0,both,0.0
Tajikistan,31ND,207353.0,207353.0,0.0,0.0,both,0.0
Tajikistan,33DG,3918536.0,3918536.0,0.0,0.0,both,0.0
Tajikistan,Other,436764.0,436764.0,0.0,0.0,both,0.0
Tanzania,11,60107799.0,60107799.0,0.0,0.0,both,0.0
Tanzania,31ND,82910416.0,82910416.0,0.0,0.0,both,0.0
Tanzania,33DG,48214879.0,48214879.0,0.0,0.0,both,0.0
Tanzania,Other,13481761.0,13481761.0,0.0,0.0,both,0.0
Thailand,11,1044517812.0,1044517812.0,0.0,0.0,both,0.0
Syria,31ND,8692242.0,8692242.0,0.0,0.0,both,0.0
Vanuatu,33DG,62252.0,62252.0,0.0,0.0,both,0.0
Vanuatu,Other,258588.0,258588.0,0.0,0.0,both,0.0
Vatican City,33DG,150121.0,150121.0,0.0,0.0,both,0.0
Vatican City,Other,20478.0,20478.0,0.0,0.0,both,0.0
Venezuela,11,57024542.0,57024542.0,0.0,0.0,both,0.0
Venezuela,21,5591455656.0,5591455656.0,0.0,0.0,both,0.0
Venezuela,31ND,287428306.0,287428306.0,0.0,0.0,both,0.0
Vietnam,11,2790917898.0,2790917898.0,0.0,0.0,both,0.0
Vietnam,21,24270956.0,24270956.0,0.0,0.0,both,0.0
Wallis and Futuna,33DG,23491.0,23491.0,0.0,0.0,both,0.0
Wallis and Futuna,Other,15723.0,15723.0,0.0,0.0,both,0.0
West Bank Administered by Israel,11,2075477.0,2075477.0,0.0,0.0,both,0.0
West Bank Administered by Israel,31ND,3201812.0,3201812.0,0.0,0.0,both,0.0
Turks and Caicos Islands,11,3226185.0,3226185.0,0.0,0.0,both,0.0
