Country,iso3,HS2,summary_code,impVal,bea_total,weight
Argentina,ARG,4,311FT,14793281.0,1395152608.0,0.010603342541291368
Argentina,ARG,41,311FT,97289.0,1395152608.0,6.973359003318438e-05
Argentina,ARG,5,311FT,12970040.0,1395152608.0,0.009296502709186062
Argentina,ARG,7,311FT,1620842.0,1395152608.0,0.0011617668136846575
Argentina,ARG,8,311FT,38177103.0,1395152608.0,0.027364105389680784
Argentina,ARG,9,311FT,60813863.0,1395152608.0,0.04358939850112799
Argentina,ARG,42,313TT,40233.0,1457412.0,0.0276057834023598
Argentina,ARG,51,313TT,77829.0,1457412.0,0.05340219512395946
Argentina,ARG,52,313TT,21485.0,1457412.0,0.014741884930273664
Argentina,ARG,54,313TT,29125.0,1457412.0,0.019984053925725876
Argentina,ARG,56,313TT,113444.0,1457412.0,0.07783934810472262
Argentina,ARG,57,313TT,269673.0,1457412.0,0.1850355287317519
Argentina,ARG,58,313TT,9166.0,1457412.0,0.006289230498994107
Argentina,ARG,59,313TT,384929.0,1457412.0,0.2641181766034587
Argentina,ARG,63,313TT,281837.0,1457412.0,0.193381830258019
Argentina,ARG,64,313TT,1120.0,1457412.0,0.0007684855071867117
Argentina,ARG,70,313TT,3445.0,1457412.0,0.0023637790823734127
Argentina,ARG,94,313TT,181386.0,1457412.0,0.12445760018443652
Argentina,ARG,95,313TT,43740.0,1457412.0,0.03001210364673819
Argentina,ARG,41,315AL,8347103.0,13578186.0,0.614743604189838
Argentina,ARG,42,315AL,2121800.0,13578186.0,0.1562653509091715
Argentina,ARG,43,315AL,1198852.0,13578186.0,0.08829250092759076
Argentina,ARG,58,315AL,2860.0,13578186.0,0.00021063196512406
Argentina,ARG,61,315AL,203319.0,13578186.0,0.014973944236733832
Argentina,ARG,62,315AL,146267.0,13578186.0,0.010772204770210101
Argentina,ARG,64,315AL,1363832.0,13578186.0,0.1004428721185584
Argentina,ARG,65,315AL,189860.0,13578186.0,0.013982721992466446
Argentina,ARG,94,315AL,4293.0,13578186.0,0.00031616889030684954
Argentina,ARG,44,321,101671190.0,101694220.0,0.9997735367850799
Argentina,ARG,45,321,8430.0,101694220.0,8.289556672935787e-05
Argentina,ARG,94,321,14600.0,101694220.0,0.00014356764819082145
Argentina,ARG,39,322,12027.0,17636146.0,0.0006819517143938364
Argentina,ARG,48,322,17624119.0,17636146.0,0.9993180482856061
Argentina,ARG,48,323,56059.0,623271.0,0.08994321892082256
Argentina,ARG,49,323,542126.0,623271.0,0.8698078363986131
Argentina,ARG,84,323,13736.0,623271.0,0.02203856749311295
Argentina,ARG,95,323,11350.0,623271.0,0.018210377187451367
Argentina,ARG,27,324,284252335.0,333445206.0,0.8524709004213424
Argentina,ARG,29,324,49122119.0,333445206.0,0.14731691479169146
Argentina,ARG,38,324,70752.0,333445206.0,0.00021218478696616799
Argentina,ARG,15,325,3528633.0,983219421.0,0.0035888560830207605
Argentina,ARG,22,325,30271.0,983219421.0,3.078763433009935e-05
Argentina,ARG,27,325,16514291.0,983219421.0,0.016796139953382798
Argentina,ARG,28,325,94798109.0,983219421.0,0.09641602573674142
Argentina,ARG,29,325,688616858.0,983219421.0,0.700369463104818
Argentina,ARG,30,325,12414573.0,983219421.0,0.012626452178267134
Argentina,ARG,31,325,156295.0,983219421.0,0.00015896248249555275
Argentina,ARG,32,325,12894174.0,983219421.0,0.013114238515433068
Argentina,ARG,33,325,97503731.0,983219421.0,0.09916782451350704
Argentina,ARG,34,325,571509.0,983219421.0,0.00058126292849132
Argentina,ARG,35,325,17281943.0,983219421.0,0.01757689344909716
Argentina,ARG,36,325,4380901.0,983219421.0,0.0044556697176957
Argentina,ARG,37,325,2800.0,983219421.0,2.847787523513533e-06
Argentina,ARG,38,325,11847180.0,983219421.0,0.012049375497435379
Argentina,ARG,39,325,11971741.0,983219421.0,0.012176062376619796
Argentina,ARG,40,325,9852463.0,983219421.0,0.010020614716885255
Argentina,ARG,44,325,280591.0,983219421.0,0.00028537983893220923
Argentina,ARG,54,325,568358.0,983219421.0,0.0005780581504603946
Argentina,ARG,96,325,5000.0,983219421.0,5.085334863417023e-06
Argentina,ARG,39,326,4469810.0,23422810.0,0.19083150142958935
Argentina,ARG,40,326,18108479.0,23422810.0,0.7731130039478611
Argentina,ARG,42,326,700.0,23422810.0,2.9885398037212442e-05
