NIPA_Line,Description,Direct,Indirect,Total
287,First-class postal service (by U.S. Postal Service),0.0,0.0001450719711043638,0.0001450719711043638
325,Religious organizations' services to households,0.0,0.00014043030168213217,0.00014043030168213217
130,Film and photographic supplies,0.00010218425970682397,2.4617357096916468e-05,0.00012680161680374044
46,"Video discs, tapes, and permanent digital downloads",9.627409283980086e-05,2.79315494734474e-05,0.00012420564231324828
208,Water transportation,0.0,0.0001219998462706584,0.0001219998462706584
323,"Other social assistance, not elsewere classified",0.0,0.00011125986674628293,0.00011125986674628293
263,Other direct commissions,0.0,9.323793850720183e-05,9.323793850720183e-05
214,Motion picture theaters,0.0,9.282459677538617e-05,9.282459677538617e-05
267,Mutual fund sales charges,0.0,8.728993705585556e-05,8.728993705585556e-05
326,Foundations and grantmaking and giving services to households,0.0,8.013746058290449e-05,8.013746058290449e-05
103,Food produced and consumed on farms,5.156266570333629e-05,2.459431507423749e-05,7.615698077757379e-05
330,"Repair of furniture, furnishings, and floor coverings",0.0,7.373535775968578e-05,7.373535775968578e-05
163,Rental value of farm dwellings,0.0,7.020651616554772e-05,7.020651616554772e-05
266,Other imputed commissions,0.0,6.898197003011387e-05,6.898197003011387e-05
272,Net household insurance,0.0,6.314511262824854e-05,6.314511262824854e-05
164,Group housing,0.0,6.131312738243738e-05,6.131312738243738e-05
45,"Audio discs, tapes, vinyl, and permanent digital downloads",3.850963713592037e-05,1.1013064157276777e-05,4.952270129319715e-05
220,Photo processing,0.0,4.659793206418265e-05,4.659793206418265e-05
203,Intercity buses,0.0,3.865559961390726e-05,3.865559961390726e-05
229,Pari-mutuel net receipts,0.0,3.740609219748987e-05,3.740609219748987e-05
262,Exchange-listed equities,0.0,3.429612069292935e-05,3.429612069292935e-05
201,Railway transportation,0.0,2.858183108430016e-05,2.858183108430016e-05
155,Tenant-occupied mobile homes,0.0,1.8911879987865846e-05,1.8911879987865846e-05
302,Employment agency services,0.0,1.7343530972024486e-05,1.7343530972024486e-05
277,Income loss,0.0,1.6672058933481744e-05,1.6672058933481744e-05
314,Repair and hire of footwear,0.0,1.601918315546439e-05,1.601918315546439e-05
265,Over-the-counter equity securities,0.0,4.528275675907679e-06,4.528275675907679e-06
148,Private employees' expenditures abroad,0.0,0.0,0.0
149,Less: Personal remittances in kind to nonresidents,0.0,0.0,0.0
147,Government employees' expenditures abroad,0.0,0.0,0.0
336,U.S. travel outside the United States,0.0,0.0,0.0
337,U.S. student expenditures,0.0,0.0,0.0
338,Less: Expenditures in the United States by nonresidents,0.0,0.0,0.0
