Country,impVal,hs_code,hs2_code,hs_code_2024,naics_2024,naics_2022_mapped,mapping_source
New Zealand,1314216.0,0402215000,4,0402215000,311514,311514,direct_2022
Fiji,9000.0,0402219000,4,0402219000,311514,311514,direct_2022
Australia,8520.0,0402291000,4,0402291000,311514,311514,direct_2022
New Zealand,9211.0,0402917000,4,0402917000,311514,311514,direct_2022
Australia,9504.0,0402999000,4,0402999000,311514,311514,direct_2022
New Zealand,2440327.0,0403205000,4,0403205000,311514,311514,direct_2022
Australia,2168304.0,0403209000,4,0403209000,311511,311511,direct_2022
New Zealand,22798.0,0403905500,4,0403905500,311514,311514,direct_2022
New Zealand,8352.0,0403909500,4,0403909500,311511,311511,direct_2022
Australia,5119.0,0404100500,4,0404100500,311514,311514,direct_2022
New Zealand,12080.0,0404100500,4,0404100500,311514,311514,direct_2022
Australia,917840.0,0404901000,4,0404901000,311514,311514,direct_2022
New Zealand,333533317.0,0404901000,4,0404901000,311514,311514,direct_2022
New Zealand,1343051.0,0404907000,4,0404907000,311514,311514,direct_2022
Australia,2207724.0,0405101000,4,0405101000,311512,311512,direct_2022
New Zealand,33850074.0,0405101000,4,0405101000,311512,311512,direct_2022
Australia,5106385.0,0405102000,4,0405102000,311512,311512,direct_2022
New Zealand,88537385.0,0405102000,4,0405102000,311512,311512,direct_2022
New Zealand,11654761.0,0405901020,4,0405901020,311512,311512,direct_2022
New Zealand,1714133.0,0405901040,4,0405901040,311512,311512,direct_2022
Fiji,70347.0,0405902020,4,0405902020,311512,311512,direct_2022
New Zealand,130057.0,0405902020,4,0405902020,311512,311512,direct_2022
Fiji,187945.0,0405902040,4,0405902040,311512,311512,direct_2022
