"Use Table, After Redefinitions"
"Use Table, After Redefinitions"
"March 15, 2024"
,Commodities/Industries,111,112,113FF,211,212,213,2211,2212NW,23EH,23MR,23OC,23OR,23OT,23PC,23SF,23TH,321,327,3311IS,3313NF,332,33311,33312,33313,3332OM,3341,3342,3344,3345,334X,335,336111,336112,33612,3362BP,3364,3365AO,337,3391,3399,311,3121,3122,313TT,315AL,322,323,324,3251,3252,3254,325X,326,4231,4234,4236,4238,423X,4242,4244,4247,424X,425,42ID,441,445,452,444,446,447,448,454,4A0X,481,482,483,484,485,486,48A,492,493,5111,5112,512,515,5171,5172,5174OT,518,519,521CI,523,524113,5241XX,5242,525,HSO,HST,ORE,532RL,5411,5415,5412,5413,5416,5417,5418,541X,55,5613,5617,561X,562,61,6211,6212,6213,6214,6215OH,622,623,624,711AS,713,721,722,811,812,813,814,GFGD,GFGN,GFE,GSLGE,GSLGH,GSLGO,GSLE,,F010,F02E,F02N,F02R,F02S,F030,F040,F050,F06C,F06E,F06N,F06S,F07C,F07E,F07N,F07S,F10C,F10E,F10N,F10S,TOTFU,
4236,Household appliances and electrical and electronic goods merchant wholesalers,995,545,31,336,54,194,101,21,2188,3077,2109,3459,1900,465,2634,1645,437,233,585,505,2650,254,293,166,5450,214,3644,2701,3321,326,5005,259,3043,224,4055,5721,1426,370,387,341,393,685,69,106,49,396,237,155,446,268,8,602,1041,482,850,964,464,1420,8161,265,413,1570,38,0,600,227,609,180,102,200,94,1209,176,2,131,2,104,53,4,110,13,102,264,1470,51,333,4329,3901,795,2697,618,288,208,0,32,5,108,2,2,405,317,333,2850,369,1963,244,847,102,728,5046,889,585,1011,452,309,422,31,31,9,262,580,240,263,28,157,156,490,2605,810,148,0,8470,1946,28,442,187,334,1364,134920,40965,68306,2980,2807,0,4493,38217,0,0,6016,107,0,0,1246,125,0,0,711,292,0,166265,301185
4238,"Machinery, equipment, and supplies merchant wholesalers",549,281,56,6172,1345,1038,882,224,1469,1205,1564,1756,2884,398,1888,516,336,988,355,558,2577,1498,914,344,5892,9,72,134,194,18,1571,746,2837,1042,5089,3169,831,353,179,317,2126,2167,83,67,26,664,838,500,307,292,102,1562,1973,268,230,219,313,603,164,448,217,624,36,0,184,305,149,97,79,183,159,631,166,94,123,27,315,87,19,286,393,328,25,25,16,395,294,424,18,140,494,101,63,2,2,123,3,20,5,572,1119,15,694,18,924,197,1100,42,218,74,17,301,210,1156,251,236,111,24,53,267,714,100,277,15,97,335,829,2199,337,82,0,2615,258,31,1023,1453,1018,838,91674,6812,71159,11,8,0,6485,33560,0,0,1861,0,0,0,111,0,0,0,2182,1,0,122190,213864
423X,Other durable goods merchant wholesalers,372,434,1569,4037,1025,302,352,423,6529,8752,9630,16195,7386,3690,13285,6321,13134,4900,16763,11157,17018,846,1053,657,9473,36,519,611,629,86,4033,458,5120,558,10999,1827,1692,4009,768,2836,2188,1172,432,248,131,4250,175,766,734,264,55,1801,4306,119,420,373,326,620,151,532,85,639,42,0,596,235,445,116,41,118,179,1455,1332,14,1214,181,269,30,382,80,170,193,47,88,53,1738,1492,985,40,1131,499,95,35,1,3,14,2,545,72,2535,1433,35,1171,78,2247,276,1244,75,482,189,51,2766,732,1365,486,401,231,67,79,409,1470,840,2104,107,593,898,3787,1365,593,490,0,2261,1214,53,1856,1242,1930,2670,263028,93638,22084,160,3329,1,9065,51806,0,0,223,6,0,0,62,7,0,0,267,16,0,180664,443692
4242,Drugs and druggists sundries merchant wholesalers,115,610,115,475,69,57,46,12,81,351,99,265,136,44,343,64,791,311,114,81,401,51,24,18,335,1,18,53,50,7,249,64,476,59,545,60,59,186,239,255,3171,297,473,368,180,2585,689,1929,1797,1704,21629,2164,3296,1413,2894,2379,1047,2910,618,1105,1296,4684,38,0,821,411,175,428,118,164,175,3315,680,4,6,2,63,98,6,101,68,41,195,29,63,51,87,98,6,41,246,103,123,29,41,247,0,11,1,532,198,66,122,40,767,168,5204,209,1316,308,154,422,336,137,100,4881,602,3679,3456,4640,4860,1758,331,153,260,212,1058,134,235,118,0,2155,464,30,1359,1672,834,185,117197,94701,401,0,0,0,3569,37121,0,0,14,0,0,0,1,0,0,0,8,0,0,135815,253012
4244,Grocery and related products merchant wholesalers,488,2047,4,17,4,5,2,0,13,139,51,170,36,26,94,20,36,167,11,8,34,3,1,2,28,0,4,4,4,1,17,21,189,9,236,3,25,228,23,69,42409,3347,490,25,105,728,208,256,1124,76,198,628,322,493,1063,958,402,1153,213,364,422,2088,20,0,310,389,485,126,35,45,107,1301,142,25,1,33,14,12,1,27,7,6,23,4,8,4,14,23,2,5,103,14,16,4,5,31,0,1,0,56,58,8,33,30,83,24,237,35,791,59,18,100,80,27,592,179,67,22,24,72,858,577,2191,199,615,541,12303,78,128,198,0,413,99,129,3692,2627,2216,32,94145,125286,545,0,2,0,791,18068,0,0,1,0,0,0,1,0,0,0,8,0,0,144702,238847
4247,Petroleum and petroleum products merchant wholesalers,1030,777,169,2968,1054,325,3761,260,565,2896,1164,2767,1148,679,2069,1680,172,216,148,31,177,8,8,4,100,1,3,11,9,0,70,8,118,5,110,42,17,62,50,81,415,76,39,59,11,289,113,27730,1051,436,20,318,433,218,97,502,113,494,42,257,153,454,24,0,209,117,96,228,14,151,23,204,71,4720,1405,964,9379,695,82,688,2705,1493,20,130,37,13,21,132,16,205,39,1080,1072,0,0,28,156,10,5,1715,781,14,540,29,327,35,143,16,58,216,33,1797,296,329,221,93,25,15,16,78,327,178,177,54,217,185,1184,240,175,116,0,1937,238,762,8292,752,7524,9051,122501,83262,26,0,11,0,1059,30975,0,0,0,0,0,0,0,0,0,0,0,0,0,115333,237834
424X,Other nondurable goods merchant wholesalers,20411,22313,1203,1427,529,161,169,26,553,1847,866,2503,623,284,1849,530,698,808,545,272,1621,167,87,54,1097,12,58,231,262,17,790,177,2070,196,2288,187,364,1492,744,1044,36603,4644,1873,2408,910,5070,1739,5692,13541,4978,365,7730,10822,624,675,820,512,1484,575,739,472,3123,104,0,511,400,1116,228,91,261,367,2143,317,215,54,30,209,132,12,224,123,110,709,164,186,344,370,513,28,117,374,157,178,41,63,321,2,105,16,1489,544,118,363,125,1081,300,1485,387,331,327,263,3151,696,383,406,896,260,239,257,593,2843,355,747,151,1199,537,13745,554,719,760,0,466,1252,138,4804,4525,13270,1161,247229,185447,1980,240,53,0,8512,53949,0,0,32,9,0,0,4,10,0,0,24,23,0,250283,497512
425,Wholesale electronic markets and agents and brokers,-2,682,0,1,7,-1,-2,1519,-16,-11,-12,-18,-22,-3,-19,-7,5,12,119,25,49,-2,4,0,36,0,-4,2,4,6,142,0,525,44,22,-11,0,25,124,11,32,-18,10,15,-2,94,-2,-26,-4,27,7,25,74,380,1147,1124,496,1406,148,345,391,2083,0,0,253,152,-4,252,52,49,66,9106,207,4,-1,0,-1,0,0,-1,-1,-1,57,22,0,-4,-6,-5,-1,-4,-3,-1,-1,0,0,-1,0,0,0,-4,18001,-1,48,-1,-4,-1,-8,-1,-5,-8,-2,7,-3,-3,-4,-6,-2,-2,-2,-3,-10,-4,-12,-1,-4,-3,-52,-13,-6,-2,0,-17,-3,-1,-25,-16,-18,-5,38975,-791,-364,-3,-2,0,-61,2887,0,0,-76,0,0,0,-65,0,0,0,-130,0,0,1395,40370
42ID,Customs duties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102333,0,0,0,0,0,0,0,0,0,0,0,0,102333,102333
441,Motor vehicle and parts dealers,2,9,3,357,166,71,15,2,610,1303,101,475,9,29,362,3,347,166,43,62,395,449,939,79,539,2,91,7,37,2,2,0,0,0,3397,103,400,101,115,128,559,570,0,20,0,325,44,3,69,78,9,277,170,0,0,0,0,10,23,0,0,1,0,0,443,702,111,562,240,121,32,1311,156,0,8,0,1526,6,0,9,3,67,35,10,40,2,36,42,1,15,0,48,8,0,8,0,0,107,0,309,880,0,33,0,0,177,296,111,64,0,84,2880,108,80,0,0,0,0,0,0,0,0,0,5,24,31,178,6104,174,223,0,0,0,0,0,0,0,3,30492,348015,35164,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383191,413683
445,Food and beverage stores,29,13,0,2,0,0,93,0,0,37,1,52,5,5,163,2,0,2,0,0,1,0,0,0,8,0,0,0,0,1,1,0,0,0,6,0,0,3,6,0,4,3,0,0,0,1,21,7,21,8,0,13,2,0,1,1,1,2,1,1,2,2,0,0,6,3,1,2,1,4,0,7,1,0,4,0,320,22,0,6,35,0,0,0,0,0,0,0,0,1,1,5,3,0,0,1,0,81,0,40,4,0,1,1,2,1,1,2,1,0,1,72,3,0,5,1,1,0,0,0,2,0,1,0,0,20,1896,22,1,1,0,0,1,0,5,0,1,0,3111,314901,359,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315272,318383
452,General merchandise stores,75,35,1,21,7,3,229,0,27,407,16,595,46,36,899,9,18,13,2,2,22,17,35,3,61,0,4,1,2,8,8,0,1,0,160,4,15,21,38,5,40,39,0,3,0,16,74,5,7,3,0,76,14,1,4,3,2,7,6,4,7,6,0,0,39,49,10,32,12,35,3,99,8,0,10,0,882,56,0,15,91,3,2,1,2,0,2,2,0,2,5,17,12,0,0,4,0,430,0,265,71,2,5,2,6,11,14,15,5,0,6,356,18,4,48,2,4,1,1,3,8,1,3,2,4,65,414,358,11,13,0,0,6,0,16,1,1,0,6728,289209,2772,703,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292949,299677
444,Building material and garden equipment and supplies dealers,3,2,0,75,14,1,30,1,315,20636,295,38538,2809,1158,36651,686,174,4,6,1,66,8,19,1,357,2,6,9,8,65,65,1,6,1,300,3,7,147,284,4,170,160,2,12,0,36,1,63,79,33,2,547,63,0,0,0,0,0,0,0,0,0,0,0,127,108,4,96,23,154,1,37,3,2,4,0,64,3,0,1,4,3,1,0,1,0,1,3,0,0,0,5,4,0,0,0,0,3624,0,1499,100,0,1,0,0,11,15,8,5,0,1,611,7,1,5,0,0,0,0,56,2,22,0,286,261,7,5236,1231,3,10,0,0,0,0,0,0,0,0,117577,75161,16877,1,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94417,211994
446,Health and personal care stores,0,0,0,0,0,0,0,0,0,4,0,6,0,1,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,1,1,1,2,1,1,2,2,0,0,1,1,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,1,0,7,0,8,1,0,1,1,2,1,0,1,1,0,1,9,3,0,1,0,1,0,0,0,2,0,1,0,0,17,24,3,1,1,0,0,0,0,2,0,0,0,184,135721,36,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135760,135944
447,Gasoline stations,1135,504,0,4,4,1,3483,3,7,20,1,16,0,1,12,47,4,2,1,1,5,5,11,1,6,0,1,0,1,0,0,0,0,0,41,1,5,1,1,1,7,7,0,0,0,4,1,18,61,26,1,3,2,0,0,0,0,0,0,0,0,0,0,0,124,10,2,7,4,4,0,21,2,0,149,8,12611,853,0,215,1400,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,16,15,0,0,0,0,2,3,1,1,0,1,54,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,76,2,3,0,0,0,2,2,0,0,0,21058,135712,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135731,156789
448,Clothing and clothing accessories stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,174986,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174996,175021
454,Nonstore retailers,15,7,0,71,141,8,347,25,83,954,40,1288,108,87,1578,6,73,21,7,7,71,53,115,9,207,1,13,4,7,27,27,0,2,0,499,13,48,71,130,16,132,129,1,15,0,51,886,454,1456,611,34,255,54,16,46,31,31,87,61,49,86,75,5,0,818,148,755,110,84,86,20,744,382,1,4,385,1670,12,4,7,571,9,5,8,14,0,6,6,1,23,61,196,138,0,1,48,0,1496,0,771,141,14,54,26,78,70,56,75,40,0,50,719,132,23,109,22,54,6,9,30,97,13,37,7,18,792,2616,1112,67,75,0,0,19,0,126,2,20,0,26037,520925,17747,13244,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552803,578840
4A0X,All other retail,1,0,0,11,2,0,4,0,7,1245,9,3034,53,32,1156,2,306,0,1,0,10,1,2,0,54,0,1,1,1,10,10,0,1,2,42,0,1,22,43,1,25,24,0,24,0,5,408,6,1,0,0,83,14,7,22,15,14,40,27,23,40,35,2,0,25,30,7,18,10,30,8,101,15,0,1,0,11,1,2,2,1,0,1,3,4,0,1,1,0,10,28,89,64,0,0,22,0,550,0,300,22,9,24,13,37,23,11,49,15,0,19,188,57,6,23,11,25,3,7,116,49,46,19,3,7,374,1608,256,22,23,0,1,25,0,67,2,4,0,11379,263822,14994,5577,6949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291342,302721
481,Air transportation,191,37,21,101,48,114,681,209,87,423,155,255,126,31,178,103,198,675,256,119,418,42,29,24,282,4,19,26,46,2,93,47,303,33,353,154,62,93,86,98,667,106,31,40,7,226,141,194,168,93,55,306,518,2127,575,1018,924,1787,349,441,77,1067,111,0,193,83,83,81,36,54,50,485,79,513,14,145,5108,58,10,2745,93,464,202,282,283,39,101,248,132,1302,403,4386,2901,1,13,76,142,6,23,9439,1819,683,3397,1173,1160,987,694,603,508,384,2081,973,1677,475,556,1541,246,131,178,274,485,271,647,127,238,152,2002,149,149,245,0,5222,3181,574,1194,907,1885,126,84617,191507,1580,197,14,0,194,71390,-44625,0,113,7,0,0,24,8,0,0,74,19,0,220502,305119
482,Rail transportation,1657,1334,56,895,860,112,2786,101,243,613,288,707,216,79,680,326,1186,2143,3035,583,1164,96,92,39,388,1,10,46,20,2,292,46,593,50,799,73,178,304,100,180,6709,414,38,80,2,2559,135,2969,2282,1109,40,1454,2229,15,12,18,19,63,10,47,15,110,6,0,26,56,26,19,6,21,13,54,35,171,254,14,5396,22,6,291,56,31,14,20,9,11,75,56,3,21,57,47,41,0,23,7,2,92,5,329,110,20,41,19,214,95,296,22,75,30,83,509,117,61,48,118,18,76,15,170,193,86,219,20,74,84,1378,127,50,31,0,203,1502,764,900,1003,1065,1984,61837,9414,2859,0,45,0,550,15775,707,0,530,0,0,0,514,0,0,0,1103,0,0,31497,93334
483,Water transportation,669,463,10,743,170,37,252,26,27,344,118,306,71,28,196,298,12,407,414,151,172,9,9,4,56,0,2,12,4,0,69,2,26,2,75,12,9,15,19,43,1704,112,19,23,0,102,1,209,564,29,13,295,141,2,1,4,1,7,0,2,1,38,0,0,21,10,4,5,1,10,3,21,6,32,10,3,28,2,10,3,9,21,1,30,3,3,5,15,1,3,22,5,3,0,0,0,0,12,1,71,20,0,9,1,44,7,298,2,20,21,1,131,28,30,67,61,6,35,1,41,83,12,36,6,21,11,117,30,16,9,0,2095,304,1632,166,335,457,207,15284,12848,7,0,0,0,-3,7605,17139,0,1,0,0,0,0,0,0,0,1,0,0,37598,52882
484,Truck transportation,5025,8287,765,2405,1547,361,1747,188,2572,4859,4548,8865,4068,959,6949,3320,3833,5093,6613,3451,5560,524,424,336,3728,50,329,574,489,78,2058,629,3809,493,5380,1568,682,1623,698,1044,39628,2178,669,883,249,3987,936,9965,4339,1123,1262,2241,3924,634,644,1137,584,1997,1919,1137,485,1987,170,0,2714,1920,1448,557,189,2133,1228,6333,1457,2478,554,156,19139,294,88,7588,565,1492,479,691,218,340,665,741,65,885,941,242,230,33,68,206,17,169,31,1401,1248,197,827,261,1759,1385,1963,435,747,549,275,1553,1069,713,588,948,312,290,371,672,2611,615,1429,287,894,650,5220,1582,954,494,0,6361,1114,1295,4379,2109,4046,2156,297722,138574,30071,1803,1363,0,4154,54333,8113,0,1006,65,0,0,250,75,0,0,985,176,0,240968,538690
485,Transit and ground passenger transportation,0,0,2,2,4,56,234,1439,7,169,81,168,37,5,190,38,73,100,62,29,161,11,5,11,84,0,0,1,11,0,12,8,20,1,86,10,14,39,48,29,121,22,9,7,1,74,68,67,40,21,3,18,142,193,190,204,143,331,35,314,0,369,0,0,120,7,30,58,0,44,1,153,0,1,305,0,0,0,3,349,0,6,87,192,143,13,49,513,78,1333,194,3925,1768,694,377,64,82,0,50,6957,1337,663,2912,806,919,2429,536,393,357,263,1942,231,1567,249,478,1900,119,64,87,136,3079,686,315,3149,100,110,1545,40,65,192,0,85,13,20,16436,141,3399,1339,71317,47714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47714,119031
486,Pipeline transportation,156,40,13,10950,60,17,4054,4009,25,108,44,116,46,28,81,51,12,9,13,1,9,0,1,0,9,0,0,0,1,0,6,0,1,0,5,2,0,4,5,8,25,6,3,6,0,21,9,19871,245,34,2,96,18,8,3,21,4,20,1,11,7,39,1,0,15,9,5,15,1,9,2,13,6,645,77,50,419,31,4,43,191,72,1,19,3,1,1,7,1,10,4,63,57,0,0,1,5,5,0,86,38,1,25,2,18,2,9,1,3,15,2,120,21,25,38,6,0,2,2,6,26,12,16,4,18,11,74,18,11,16,0,272,32,344,1170,105,993,5321,50985,3947,0,0,0,0,243,18191,0,0,0,0,0,0,0,0,0,0,0,0,0,22381,73366
48A,Scenic and sightseeing transportation and support activities,0,0,105,51,459,3,10070,918,0,0,0,0,0,0,0,0,875,1010,71,86,72,9,0,0,10,0,0,0,0,0,3,0,0,0,11,0,0,246,19,150,354,40,0,67,0,674,345,1424,4,112,0,68,671,2318,2128,4275,2135,6323,1888,2177,786,6891,340,0,1248,661,238,1397,377,369,446,4998,1446,34070,1059,2587,55395,678,778,35261,14798,4750,452,39,361,2,17,71,14,1034,594,25,15,0,0,1,0,0,0,0,1518,246,452,387,135,665,3745,628,289,751,193,47,777,1674,110,343,69,37,136,136,1508,112,309,231,499,47,419,77,134,112,0,0,169,1176,92,19,282,3981,231874,11755,0,0,0,0,0,2977,0,0,0,0,0,0,0,0,0,0,0,0,0,14732,246606
492,Couriers and messengers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,3057,5137,9485,5085,13320,4684,5225,1875,12105,686,0,1426,1558,512,1303,778,776,1044,12008,1884,1,1,422,31570,521,62,379,2229,1918,1114,96,881,0,3,0,27,3275,1432,1104,5293,0,5,72,0,0,0,0,6199,578,986,946,333,1245,568,1428,470,8,464,100,1879,360,313,826,166,90,281,301,3650,270,998,362,94,60,1011,113,343,390,0,1,0,23,180,65,386,286,158153,10608,0,0,0,0,0,16556,4987,0,0,0,0,0,0,0,0,0,0,0,0,32151,190304
493,Warehousing and storage,420,282,0,15,134,0,546,315,0,0,0,0,0,0,0,0,1013,1815,28,48,567,37,17,24,384,3,57,72,241,7,87,3,25,5,75,75,24,99,224,210,1828,1102,0,929,125,2626,828,1033,967,384,138,676,3154,2467,4229,7108,2555,7722,3238,3400,2623,6467,1116,0,9323,8791,6063,2064,505,10071,5104,25506,5061,73,1,580,10470,255,117,538,860,8112,440,135,334,224,152,43,24,1300,486,0,0,0,0,23,0,0,5,403,1055,229,367,328,135,423,306,446,142,14,9545,1843,3180,368,86,281,108,42,162,161,1589,183,277,219,116,87,2239,315,264,127,0,343,1092,0,1742,2051,3931,144,192570,314,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,506,193076
5111,"Newspaper, periodical, book, and directory publishers",1,2,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,20,0,1,0,0,0,0,2,0,0,0,0,0,0,14,0,0,1,0,2,0,64,57,52,31,107,29,44,4,36,29,0,6,26,7,57,9,52,3,211,5,1,1,0,27,0,0,599,5,21,2701,11,18,0,5,27,1,32,176,92,181,18,40,2,3,0,0,249,704,274,61,136,47,178,267,73,38,197,26,14,144,1,234,207,15,8,781,41,175,26,471,9,9,28,94,5,111,64,0,45,981,16,5334,224,233,2,16371,51628,0,9923,0,0,-1308,3842,-3618,0,0,0,0,0,0,0,0,0,0,0,0,60467,76838
5112,Software publishers,49,17,1,69,1,5,200,282,62,232,70,410,116,73,215,87,34,0,11,9,87,4,4,2,38,16,2,4,14,1,0,0,0,0,9,134,13,10,25,14,8,0,0,0,0,8,35,13,4,6,14,5,10,157,780,1215,665,1279,90,220,107,429,17,0,560,60,337,182,74,104,64,648,161,23,77,0,28,30,0,40,0,168,212,43958,60,49,178,346,167,2572,998,544,990,263,45,226,31,0,1,997,169,1326,1829,202,2066,1199,1766,353,435,358,1710,533,1405,89,526,276,35,19,57,45,2085,119,371,65,97,119,163,147,116,182,0,0,1042,5,1070,1203,2263,457,85477,106162,0,146855,0,0,642,29030,-1942,0,0,5290,0,0,0,6148,0,0,0,14370,0,306555,392032
512,Motion picture and sound recording industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,73,0,0,0,0,0,0,553,411,0,0,0,7,0,0,0,7,0,0,5,0,46,28,0,0,1,227,42674,18575,40791,28,0,27,0,56,48,0,0,0,0,0,0,126,243,13,80,9,6,43,19,4866,383,472,0,40,67,0,611,46,10,4,8,5,23,1023,1583,503,54,735,5763,5,81,320,0,23,1644,53,198,64,282,0,122975,17450,0,49060,0,0,-421,20344,-13573,0,0,0,0,0,0,0,0,0,0,0,0,72860,195835
515,Broadcasting (except Internet),0,0,0,376,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45432,4122,0,0,6580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2717,0,0,0,0,0,650,312,191,4912,0,2631,0,68143,15212,0,34567,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,49804,117947
5171,Wired telecommunications carriers,98,164,10,313,57,131,526,125,95,572,210,797,201,124,546,143,171,412,90,49,478,29,56,14,357,3,19,19,51,0,56,1,2,1,110,208,38,61,102,107,274,62,16,25,9,141,199,40,37,26,36,60,208,290,473,801,611,1197,392,606,158,1059,76,0,1016,336,220,688,350,611,371,1287,671,392,0,199,1062,344,624,755,3,135,340,717,513,336,19377,14893,7815,1914,5225,1173,1969,79,2078,148,419,0,49,7360,1503,2044,916,361,1051,958,328,1064,1057,798,1010,1500,2419,296,765,506,97,250,329,277,973,336,234,232,611,638,5562,951,1128,691,0,601,1404,1116,16383,11687,10092,559,157538,208306,7661,0,0,0,0,6284,-151,0,0,0,0,0,0,0,0,0,0,0,0,222100,379638
5172,Wireless telecommunications carriers (except satellites),104,121,1,281,41,64,490,192,109,724,333,1136,302,142,627,254,93,128,69,37,287,3,8,8,125,2,11,8,20,0,60,5,22,2,144,104,31,95,54,51,229,82,27,28,9,103,147,24,22,13,16,35,117,453,813,1238,1016,1605,475,642,202,1269,120,0,1045,526,258,717,434,789,458,1863,794,439,16,6,1671,144,12,1046,1,106,285,1031,266,174,75,6151,882,2358,459,2952,2099,0,90,183,95,0,16,8603,1508,1909,1313,504,1555,1818,764,732,888,1081,2520,2062,3491,387,1149,980,185,364,151,380,1075,512,496,234,608,343,2721,879,1519,722,0,3344,7183,130,5785,3367,21277,256,125209,149236,0,0,0,0,0,4089,0,0,0,0,0,0,0,0,0,0,0,0,0,153325,278534
5174OT,"Other telecommunications, including satellite",29,41,3,52,10,19,174,32,24,155,52,192,50,20,136,26,7,97,6,17,85,0,12,4,45,2,4,4,5,0,12,5,25,5,120,24,3,0,10,16,136,81,107,23,1,53,22,32,23,57,6,51,62,78,228,254,161,236,69,88,26,183,20,0,155,69,38,87,54,101,44,334,26,86,78,1,299,33,177,267,0,23,29,311,46,46,73,980,445,421,881,338,576,34,2,24,9,0,14,1841,451,297,363,89,252,240,89,128,67,232,334,361,490,348,134,139,28,33,79,40,354,62,24,15,45,70,181,210,108,135,0,149,339,164,1076,360,1694,824,21466,15972,0,0,0,0,0,652,-19,0,0,0,0,0,0,0,0,0,0,0,0,16605,38071
518,"Data processing, hosting, and related services",0,0,0,121,9,5,6494,409,36,925,178,700,346,113,562,160,918,1301,483,453,2081,203,203,34,1617,3,18,32,127,3,510,5,48,2,709,1028,250,562,498,412,1353,277,79,142,25,1111,389,369,176,75,125,189,598,53,697,1085,727,1375,402,674,301,1306,148,0,5682,1991,1041,2337,1073,3704,1321,9830,1996,1051,0,0,304,385,154,1377,325,340,541,2862,195,373,1192,2708,169,5405,2245,19960,5692,164,609,613,1055,0,4,1976,1000,4787,7274,1238,3430,3637,5149,2310,1069,1313,21417,4371,16015,2439,922,746,53,46,281,89,2991,245,742,1071,1197,891,14533,1059,1170,3038,0,1260,10556,529,3193,13753,26672,2640,275034,89665,0,69158,0,0,0,1630,-707,0,0,3008,0,0,0,3496,0,0,0,7974,0,174224,449258
519,Other information services,0,0,0,2,0,6,102,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,14,6,17,4,4,0,16,1,0,563,340,817,137,110,407,114,515,160,6,0,0,38,0,0,163,0,2,1933,250,80,9,79,375,72,652,15606,177,173,153,640,18,271,0,6,417,1524,1317,462,603,702,3508,768,868,3295,775,1540,706,7064,298,5014,795,90,31,12,91,1279,185,356,384,319,292,3895,160,3658,346,0,294,14,149,1640,589,2113,1179,70808,48440,0,0,0,0,0,6000,-1417,0,0,0,0,0,0,0,0,0,0,0,0,53023,123831
