Country,iso3,HS_Section,usummary_code,impVal,bea_total,weight
Macau,MAC,16,334X,100834.0,100834.0,1.0
Macau,MAC,15,335,1275629.0,2440144.0,0.5227679186146391
Macau,MAC,16,335,1158154.0,2440144.0,0.47462526801696947
Macau,MAC,20,335,6361.0,2440144.0,0.0026068133683913738
Macau,MAC,16,3362BP,16873.0,114368.0,0.14753252658086177
Macau,MAC,17,3362BP,97495.0,114368.0,0.8524674734191382
Macau,MAC,20,337,3300675.0,3300675.0,1.0
Macau,MAC,12,3391,489.0,465407.0,0.0010506932641752274
Macau,MAC,18,3391,464918.0,465407.0,0.9989493067358248
Macau,MAC,14,3399,222787.0,1323170.0,0.16837367836332445
Macau,MAC,18,3399,130655.0,1323170.0,0.09874392557267773
Macau,MAC,20,3399,969728.0,1323170.0,0.7328823960639979
Macau,MAC,21,S003,31090193.0,31090193.0,1.0
Macedonia,MKD,2,111,2518185.0,20498553.0,0.12284696388081637
Macedonia,MKD,4,111,17980368.0,20498553.0,0.8771530361191836
Macedonia,MKD,1,112,122268.0,122268.0,1.0
Macedonia,MKD,5,212,83752.0,83752.0,1.0
Macedonia,MKD,1,311,291501.0,12408007.0,0.02349297514097147
Macedonia,MKD,2,311,287521.0,12408007.0,0.023172214522445063
Macedonia,MKD,3,311,24107.0,12408007.0,0.0019428583494512858
Macedonia,MKD,4,311,11804878.0,12408007.0,0.9513919519871322
Macedonia,MKD,4,3121,1588933.0,1588933.0,1.0
Macedonia,MKD,11,313TT,890524.0,903094.0,0.9860811831326528
Macedonia,MKD,20,313TT,12570.0,903094.0,0.013918816867347143
Macedonia,MKD,8,315AL,4481.0,3247921.0,0.0013796517834023673
Macedonia,MKD,11,315AL,3032723.0,3247921.0,0.933742846577857
Macedonia,MKD,12,315AL,95888.0,3247921.0,0.0295228855627954
Macedonia,MKD,20,315AL,114829.0,3247921.0,0.0353546160759452
Macedonia,MKD,9,321,15677.0,15677.0,1.0
Macedonia,MKD,7,322,1771.0,126337.0,0.014018062800288118
Macedonia,MKD,10,322,124566.0,126337.0,0.9859819371997118
Macedonia,MKD,10,323,32425.0,32425.0,1.0
Macedonia,MKD,6,3251,420998.0,420998.0,1.0
Macedonia,MKD,11,3252,1225.0,1225.0,1.0
Macedonia,MKD,6,325X,78978.0,78978.0,1.0
Macedonia,MKD,7,326,1555695.0,1555695.0,1.0
Macedonia,MKD,13,327,876063.0,876063.0,1.0
Macedonia,MKD,15,3311IS,566606.0,566606.0,1.0
Macedonia,MKD,15,3313NF,32400.0,35254.0,0.9190446474158961
Macedonia,MKD,16,3313NF,2854.0,35254.0,0.08095535258410393
Macedonia,MKD,15,332,1490174.0,7831122.0,0.19028869681764632
Macedonia,MKD,16,332,911507.0,7831122.0,0.11639545393367642
Macedonia,MKD,19,332,5429441.0,7831122.0,0.6933158492486773
Macedonia,MKD,16,33311,31442.0,122044.0,0.2576283963160827
Macedonia,MKD,17,33311,87408.0,122044.0,0.7162007144964111
Macedonia,MKD,21,33311,3194.0,122044.0,0.026170889187506145
Macedonia,MKD,16,33312,416833.0,428350.0,0.9731131084393604
Macedonia,MKD,17,33312,11517.0,428350.0,0.026886891560639663
Macedonia,MKD,16,33313,130590.0,130590.0,1.0
Macedonia,MKD,15,3332OM,2470.0,2272026.0,0.0010871354465133761
Macedonia,MKD,16,3332OM,933700.0,2272026.0,0.4109548042143884
Macedonia,MKD,20,3332OM,1335856.0,2272026.0,0.5879580603390983
Macedonia,MKD,16,3341,9930.0,9930.0,1.0
Macedonia,MKD,16,3342,692707.0,692707.0,1.0
Macedonia,MKD,16,3344,6740947.0,6740947.0,1.0
Macedonia,MKD,16,3345,178024.0,440666.0,0.4039885083033409
Macedonia,MKD,18,3345,262642.0,440666.0,0.5960114916966591
Macedonia,MKD,16,335,17682411.0,17844228.0,0.990931689507666
Macedonia,MKD,18,335,161817.0,17844228.0,0.00906831049233399
Macedonia,MKD,17,33612,65507920.0,65507920.0,1.0
Macedonia,MKD,16,3362BP,7301089.0,10070375.0,0.725006665590904
Macedonia,MKD,17,3362BP,2637143.0,10070375.0,0.26187138016210915
Macedonia,MKD,20,3362BP,132143.0,10070375.0,0.01312195424698683
Macedonia,MKD,17,3365AO,139674.0,139674.0,1.0
Macedonia,MKD,20,337,14190237.0,14190237.0,1.0
Macedonia,MKD,12,3391,17341.0,297837.0,0.058223122043265275
Macedonia,MKD,17,3391,36770.0,297837.0,0.12345679012345678
Macedonia,MKD,18,3391,243726.0,297837.0,0.8183200878332779
Macedonia,MKD,7,3399,38815.0,122520.0,0.3168054195233431
Macedonia,MKD,14,3399,10250.0,122520.0,0.0836598106431603
Macedonia,MKD,20,3399,73455.0,122520.0,0.5995347698334965
Macedonia,MKD,11,S003,1260.0,4307834.0,0.0002924903791557428
Macedonia,MKD,21,S003,4306574.0,4307834.0,0.9997075096208442
Malaysia,MYS,2,111,2577209.0,2578137.0,0.9996400501602514
Malaysia,MYS,11,111,928.0,2578137.0,0.0003599498397486247
Malaysia,MYS,1,112,1640211.0,1642516.0,0.9985966651161998
Malaysia,MYS,11,112,2305.0,1642516.0,0.0014033348838002188
Malaysia,MYS,1,113FF,12375853.0,85583479.0,0.1446056311872996
Malaysia,MYS,2,113FF,3556207.0,85583479.0,0.04155249402749799
Malaysia,MYS,4,113FF,620351.0,85583479.0,0.0072484900970197766
Malaysia,MYS,7,113FF,69019972.0,85583479.0,0.8064637334969755
Malaysia,MYS,9,113FF,11096.0,85583479.0,0.00012965119120712538
Malaysia,MYS,5,211,8500.0,8500.0,1.0
Malaysia,MYS,5,212,330745.0,330745.0,1.0
Malaysia,MYS,1,311,3497174.0,1076128152.0,0.0032497746606669946
Malaysia,MYS,2,311,5926928.0,1076128152.0,0.005507641435627083
Malaysia,MYS,3,311,470276925.0,1076128152.0,0.43700829136937214
Malaysia,MYS,4,311,596320534.0,1076128152.0,0.5541352420636236
Malaysia,MYS,6,311,106591.0,1076128152.0,9.905047071010926e-05
Malaysia,MYS,4,3121,7095744.0,7095744.0,1.0
Malaysia,MYS,4,3122,9800.0,9800.0,1.0
Malaysia,MYS,8,313TT,164286.0,50426721.0,0.003257915580114757
Malaysia,MYS,11,313TT,39262962.0,50426721.0,0.7786142192350758
Malaysia,MYS,12,313TT,256.0,50426721.0,5.076673535842237e-06
Malaysia,MYS,15,313TT,2753302.0,50426721.0,0.05460006015461525
Malaysia,MYS,17,313TT,17304.0,50426721.0,0.0003431514018133362
Malaysia,MYS,20,313TT,8228611.0,50426721.0,0.16317957695484503
Malaysia,MYS,7,315AL,5675873.0,214045532.0,0.026517129075135284
Malaysia,MYS,8,315AL,5949105.0,214045532.0,0.02779364252275072
Malaysia,MYS,10,315AL,4800.0,214045532.0,2.2425135227770137e-05
Malaysia,MYS,11,315AL,192395632.0,214045532.0,0.8988537635067291
Malaysia,MYS,12,315AL,3041701.0,214045532.0,0.014210532551550761
Malaysia,MYS,20,315AL,6978421.0,214045532.0,0.03260250720860644
Malaysia,MYS,9,321,319515180.0,319515180.0,1.0
Malaysia,MYS,6,322,83700.0,136815720.0,0.0006117718051697568
Malaysia,MYS,7,322,17475356.0,136815720.0,0.12772915276110083
Malaysia,MYS,10,322,119245705.0,136815720.0,0.8715789749891314
Malaysia,MYS,20,322,10959.0,136815720.0,8.010044459803303e-05
Malaysia,MYS,7,323,10560.0,102763909.0,0.0001027598122994718
Malaysia,MYS,10,323,89514558.0,102763909.0,0.8710699979308884
Malaysia,MYS,16,323,17373.0,102763909.0,0.0001690574071097276
Malaysia,MYS,20,323,13221418.0,102763909.0,0.12865818484970243
Malaysia,MYS,5,324,66547056.0,67329344.0,0.9883811729993983
Malaysia,MYS,13,324,782288.0,67329344.0,0.0116188270006017
Malaysia,MYS,6,3251,411841237.0,411906239.0,0.999842192242201
Malaysia,MYS,7,3251,323.0,411906239.0,7.84159037707608e-07
Malaysia,MYS,9,3251,64679.0,411906239.0,0.00015702359876127052
Malaysia,MYS,7,3252,114713309.0,121579485.0,0.9435252090432855
Malaysia,MYS,11,3252,6866176.0,121579485.0,0.05647479095671445
Malaysia,MYS,4,3254,7788460.0,136203225.0,0.057182640132052674
Malaysia,MYS,6,3254,128414765.0,136203225.0,0.9428173598679473
Malaysia,MYS,3,325X,691585.0,2216266633.0,0.00031204954751489053
Malaysia,MYS,6,325X,151726386.0,2216266633.0,0.06846034847107677
Malaysia,MYS,16,325X,2063848662.0,2216266633.0,0.9312276019814083
Malaysia,MYS,7,326,719739009.0,722381405.0,0.9963421040717403
Malaysia,MYS,8,326,390.0,722381405.0,5.398810064885322e-07
Malaysia,MYS,12,326,148211.0,722381405.0,0.00020517000987864574
Malaysia,MYS,16,326,314605.0,722381405.0,0.00043551093345211455
Malaysia,MYS,17,326,380745.0,722381405.0,0.0005270692149114774
Malaysia,MYS,20,326,1798445.0,722381405.0,0.0024896058890109445
Malaysia,MYS,5,327,216980.0,311820773.0,0.0006958484449655315
Malaysia,MYS,6,327,501168.0,311820773.0,0.0016072309589201103
Malaysia,MYS,13,327,300244100.0,311820773.0,0.9628739519544454
Malaysia,MYS,16,327,376887.0,311820773.0,0.0012086654662997708
Malaysia,MYS,17,327,10238944.0,311820773.0,0.03283599069264061
Malaysia,MYS,18,327,236924.0,311820773.0,0.0007598082633192626
Malaysia,MYS,20,327,5770.0,311820773.0,1.850421940939772e-05
Malaysia,MYS,15,3311IS,283822765.0,283822765.0,1.0
Malaysia,MYS,5,3313NF,117395.0,173770960.0,0.0006755731797764138
Malaysia,MYS,6,3313NF,20265099.0,173770960.0,0.11661959512682671
Malaysia,MYS,14,3313NF,1260982.0,173770960.0,0.007256574976624403
Malaysia,MYS,15,3313NF,151024917.0,173770960.0,0.8691033127744705
Malaysia,MYS,16,3313NF,1102567.0,173770960.0,0.006344943942301982
Malaysia,MYS,6,332,16866052.0,625460721.0,0.026965805259576005
Malaysia,MYS,15,332,503973996.0,625460721.0,0.8057644214559718
Malaysia,MYS,16,332,96139652.0,625460721.0,0.15371013522046575
Malaysia,MYS,17,332,441002.0,625460721.0,0.0007050834452000704
Malaysia,MYS,18,332,212135.0,625460721.0,0.00033916598257494735
Malaysia,MYS,19,332,5183303.0,625460721.0,0.008287175878467355
Malaysia,MYS,20,332,2644581.0,625460721.0,0.004228212757744063
Malaysia,MYS,16,33311,4494273.0,7242327.0,0.6205564868860519
Malaysia,MYS,17,33311,2631992.0,7242327.0,0.36341800087181925
Malaysia,MYS,21,33311,116062.0,7242327.0,0.01602551224212881
Malaysia,MYS,16,33312,31596296.0,37174662.0,0.8499417156771997
Malaysia,MYS,17,33312,5578366.0,37174662.0,0.1500582843228003
Malaysia,MYS,15,33313,207937.0,24541296.0,0.00847294291222436
Malaysia,MYS,16,33313,24333359.0,24541296.0,0.9915270570877757
Malaysia,MYS,15,3332OM,6019547.0,2480176596.0,0.002427063867027959
Malaysia,MYS,16,3332OM,2342007854.0,2480176596.0,0.9442907645274788
Malaysia,MYS,17,3332OM,1268537.0,2480176596.0,0.0005114704340190459
Malaysia,MYS,18,3332OM,130627917.0,2480176596.0,0.052668796734343507
Malaysia,MYS,20,3332OM,252741.0,2480176596.0,0.00010190443713065342
Malaysia,MYS,16,3341,1230262849.0,1230262849.0,1.0
Malaysia,MYS,16,3342,4981170237.0,5009377140.0,0.9943691795982444
Malaysia,MYS,17,3342,28206903.0,5009377140.0,0.005630820401755577
Malaysia,MYS,6,3344,35334250.0,16648501742.0,0.0021223681594638956
Malaysia,MYS,16,3344,16418767451.0,16648501742.0,0.9862009029665151
Malaysia,MYS,18,3344,194400041.0,16648501742.0,0.011676728874020981
Malaysia,MYS,16,3345,366010600.0,3353967745.0,0.10912764457727366
Malaysia,MYS,18,3345,2987957145.0,3353967745.0,0.8908723554227264
Malaysia,MYS,16,334X,4716016766.0,4716050598.0,0.9999928262008015
Malaysia,MYS,20,334X,33832.0,4716050598.0,7.173799198496216e-06
Malaysia,MYS,6,335,4526.0,5171800507.0,8.751304296973727e-07
Malaysia,MYS,11,335,400.0,5171800507.0,7.734250372933034e-08
Malaysia,MYS,13,335,3958223.0,5171800507.0,0.0007653471928475527
Malaysia,MYS,15,335,20406215.0,5171800507.0,0.003945669399347542
Malaysia,MYS,16,335,4976362101.0,5171800507.0,0.9622107608877266
Malaysia,MYS,18,335,2615006.0,5171800507.0,0.000505627778268053
Malaysia,MYS,20,335,168454036.0,5171800507.0,0.03257164226887686
Malaysia,MYS,13,3362BP,17963.0,280809719.0,6.396858365147967e-05
Malaysia,MYS,16,3362BP,143797083.0,280809719.0,0.5120801499039284
Malaysia,MYS,17,3362BP,126406610.0,280809719.0,0.4501504095020301
Malaysia,MYS,18,3362BP,38420.0,280809719.0,0.00013681862628123637
Malaysia,MYS,20,3362BP,10549643.0,280809719.0,0.03756865338410883
Malaysia,MYS,13,3364,11236983.0,620363749.0,0.018113539061741662
Malaysia,MYS,16,3364,191655014.0,620363749.0,0.30893973786982193
Malaysia,MYS,17,3364,417471752.0,620363749.0,0.6729467230684364
Malaysia,MYS,15,3365AO,20612.0,56680979.0,0.0003636493293455641
Malaysia,MYS,17,3365AO,56660367.0,56680979.0,0.9996363506706545
Malaysia,MYS,7,337,6907.0,1406513848.0,4.9107230688282564e-06
Malaysia,MYS,9,337,220860.0,1406513848.0,0.00015702653785745023
Malaysia,MYS,11,337,15170655.0,1406513848.0,0.010785997607895574
Malaysia,MYS,15,337,11290258.0,1406513848.0,0.00802712182041737
Malaysia,MYS,18,337,184465.0,1406513848.0,0.00013115050396574554
Malaysia,MYS,20,337,1379637894.0,1406513848.0,0.9808917956703971
Malaysia,MYS,21,337,2809.0,1406513848.0,1.9971363979062652e-06
Malaysia,MYS,6,3391,3986405.0,2058741381.0,0.0019363311180269126
Malaysia,MYS,7,3391,1220036171.0,2058741381.0,0.5926126429767431
Malaysia,MYS,11,3391,6108.0,2058741381.0,2.9668612368558594e-06
Malaysia,MYS,12,3391,2126264.0,2058741381.0,0.0010327980093192677
Malaysia,MYS,16,3391,3606792.0,2058741381.0,0.0017519403035693875
Malaysia,MYS,17,3391,325713.0,2058741381.0,0.00015820976981663926
Malaysia,MYS,18,3391,828623816.0,2058741381.0,0.40249048454911296
Malaysia,MYS,20,3391,30112.0,2058741381.0,1.4626412174885992e-05
Malaysia,MYS,6,3399,1002442.0,422395178.0,0.0023732325845822037
Malaysia,MYS,7,3399,9140248.0,422395178.0,0.0216390917227753
Malaysia,MYS,9,3399,2375224.0,422395178.0,0.005623227071971925
Malaysia,MYS,10,3399,356214.0,422395178.0,0.0008433192861874953
Malaysia,MYS,11,3399,20287.0,422395178.0,4.802848388577012e-05
Malaysia,MYS,12,3399,817787.0,422395178.0,0.001936070870581766
Malaysia,MYS,14,3399,8569257.0,422395178.0,0.020287298355475072
Malaysia,MYS,15,3399,3098347.0,422395178.0,0.007335185535664424
Malaysia,MYS,16,3399,19417793.0,422395178.0,0.04597067867095774
Malaysia,MYS,18,3399,68097964.0,422395178.0,0.1612186112598094
Malaysia,MYS,20,3399,309499615.0,422395178.0,0.7327252561581089
Malaysia,MYS,6,S003,372720.0,1942761954.0,0.00019185057604849512
Malaysia,MYS,7,S003,355708.0,1942761954.0,0.0001830939705544594
Malaysia,MYS,11,S003,2554.0,1942761954.0,1.3146232325280548e-06
Malaysia,MYS,14,S003,13865031.0,1942761954.0,0.007136762675145531
Malaysia,MYS,15,S003,3477953.0,1942761954.0,0.0017902105776979819
Malaysia,MYS,16,S003,969417.0,1942761954.0,0.0004989890799560098
Malaysia,MYS,17,S003,114000.0,1942761954.0,5.867934553962343e-05
Malaysia,MYS,21,S003,1923604571.0,1942761954.0,0.9901390991518254
Maldives,MDV,1,112,227412.0,227412.0,1.0
Maldives,MDV,1,113FF,2550610.0,2550610.0,1.0
Maldives,MDV,1,311,608320.0,802012.0,0.7584923916350379
Maldives,MDV,4,311,193692.0,802012.0,0.24150760836496213
Maldives,MDV,11,313TT,3041.0,3041.0,1.0
Maldives,MDV,8,315AL,6401.0,10936.0,0.5853145574250183
Maldives,MDV,11,315AL,4535.0,10936.0,0.4146854425749817
Maldives,MDV,6,3251,18575.0,18575.0,1.0
Maldives,MDV,7,3252,2904.0,2904.0,1.0
Maldives,MDV,7,326,2394.0,2394.0,1.0
Maldives,MDV,16,332,3000.0,3000.0,1.0
Maldives,MDV,16,3332OM,7700.0,9708.0,0.7931602801812938
Maldives,MDV,18,3332OM,2008.0,9708.0,0.20683971981870622
Maldives,MDV,16,3341,2970.0,2970.0,1.0
Maldives,MDV,16,3342,13715.0,13715.0,1.0
Maldives,MDV,16,3344,15552.0,15552.0,1.0
Maldives,MDV,16,334X,9000.0,9000.0,1.0
Maldives,MDV,17,3362BP,193406.0,193406.0,1.0
Maldives,MDV,20,337,768.0,768.0,1.0
Maldives,MDV,21,S003,899286.0,899286.0,1.0
Malta,MLT,2,111,107005.0,107005.0,1.0
Malta,MLT,1,113FF,163708.0,166233.0,0.9848104768607918
Malta,MLT,2,113FF,2525.0,166233.0,0.01518952313920822
Malta,MLT,4,311,11643.0,11643.0,1.0
Malta,MLT,7,313TT,38311.0,3173245.0,0.01207313018692222
Malta,MLT,11,313TT,3130772.0,3173245.0,0.9866152786816019
Malta,MLT,17,313TT,3248.0,3173245.0,0.0010235579036601333
Malta,MLT,20,313TT,914.0,3173245.0,0.00028803322781569023
Malta,MLT,8,315AL,18518.0,1003415.0,0.018454976256085467
Malta,MLT,11,315AL,974911.0,1003415.0,0.9715930098712895
Malta,MLT,12,315AL,9986.0,1003415.0,0.009952013872624985
Malta,MLT,9,321,161196.0,161196.0,1.0
Malta,MLT,7,322,176491.0,458311.0,0.38509003711453577
Malta,MLT,10,322,281820.0,458311.0,0.6149099628854643
Malta,MLT,10,323,2175917.0,2175917.0,1.0
Malta,MLT,6,3251,2660353.0,2660353.0,1.0
Malta,MLT,7,3252,8618.0,25711.0,0.3351872739294465
Malta,MLT,11,3252,17093.0,25711.0,0.6648127260705534
Malta,MLT,6,3254,11110595.0,11110595.0,1.0
Malta,MLT,6,325X,690398.0,690398.0,1.0
Malta,MLT,7,326,6187017.0,6187017.0,1.0
Malta,MLT,13,327,437803.0,440183.0,0.9945931578457141
Malta,MLT,20,327,2380.0,440183.0,0.005406842154285831
Malta,MLT,15,3313NF,615022.0,615022.0,1.0
Malta,MLT,6,332,143623.0,4541406.0,0.03162522795803766
Malta,MLT,15,332,330947.0,4541406.0,0.07287324674340942
Malta,MLT,16,332,4063061.0,4541406.0,0.8946702849293809
Malta,MLT,20,332,3775.0,4541406.0,0.0008312403691720142
Malta,MLT,16,33312,3180027.0,3180027.0,1.0
Malta,MLT,16,3332OM,10407818.0,10407818.0,1.0
Malta,MLT,16,3341,77743.0,77743.0,1.0
Malta,MLT,16,3342,1033208.0,1033208.0,1.0
Malta,MLT,16,3344,112774552.0,112774552.0,1.0
Malta,MLT,16,3345,2395153.0,5009642.0,0.47810861534616644
Malta,MLT,18,3345,2614489.0,5009642.0,0.5218913846538336
Malta,MLT,16,334X,56753.0,56753.0,1.0
Malta,MLT,16,335,20534853.0,20575048.0,0.9980464201104172
Malta,MLT,20,335,40195.0,20575048.0,0.0019535798895827607
Malta,MLT,16,3362BP,39763.0,3510251.0,0.011327679986416926
Malta,MLT,17,3362BP,3456561.0,3510251.0,0.9847047974632014
Malta,MLT,20,3362BP,13927.0,3510251.0,0.003967522550381725
Malta,MLT,16,3364,111857.0,111857.0,1.0
Malta,MLT,17,3365AO,500404.0,500404.0,1.0
Malta,MLT,20,337,180977.0,180977.0,1.0
Malta,MLT,7,3391,215161.0,818013.0,0.26302882717022835
Malta,MLT,18,3391,602852.0,818013.0,0.7369711728297716
Malta,MLT,7,3399,9143143.0,12795597.0,0.7145538422318239
Malta,MLT,11,3399,376.0,12795597.0,2.9385108018015885e-05
Malta,MLT,12,3399,3802.0,12795597.0,0.0002971334592672776
Malta,MLT,14,3399,148405.0,12795597.0,0.011598130200568211
Malta,MLT,15,3399,24309.0,12795597.0,0.001899794124494543
Malta,MLT,16,3399,1020695.0,12795597.0,0.07976923624587426
Malta,MLT,18,3399,61745.0,12795597.0,0.004825488017479763
Malta,MLT,20,3399,2393122.0,12795597.0,0.18702699061247396
Malta,MLT,21,S003,15886854.0,15886854.0,1.0
Marshall Islands,MHL,1,112,889729.0,889729.0,1.0
Marshall Islands,MHL,1,113FF,10527083.0,10527083.0,1.0
Marshall Islands,MHL,5,212,22743.0,22743.0,1.0
Marshall Islands,MHL,1,311,6122155.0,6126705.0,0.999257349586768
Marshall Islands,MHL,4,311,4550.0,6126705.0,0.0007426504132319085
Marshall Islands,MHL,11,313TT,64400.0,64400.0,1.0
Marshall Islands,MHL,8,315AL,5300.0,28183.0,0.18805662988326297
Marshall Islands,MHL,11,315AL,4665.0,28183.0,0.16552531668026824
Marshall Islands,MHL,12,315AL,18218.0,28183.0,0.6464180534364687
Marshall Islands,MHL,9,321,34100.0,34100.0,1.0
Marshall Islands,MHL,6,325X,18641.0,18641.0,1.0
Marshall Islands,MHL,7,326,213053.0,221053.0,0.9638095841268836
Marshall Islands,MHL,17,326,8000.0,221053.0,0.0361904158731164
Marshall Islands,MHL,13,327,18004.0,18004.0,1.0
Marshall Islands,MHL,15,3313NF,53128.0,53128.0,1.0
Marshall Islands,MHL,15,332,218669.0,275269.0,0.7943829490425729
Marshall Islands,MHL,16,332,19712.0,275269.0,0.07160995244651595
Marshall Islands,MHL,20,332,36888.0,275269.0,0.13400709851091114
Marshall Islands,MHL,16,3332OM,4000.0,4000.0,1.0
Marshall Islands,MHL,18,3345,7140.0,7140.0,1.0
Marshall Islands,MHL,13,335,45000.0,61857.0,0.7274843590862796
Marshall Islands,MHL,16,335,16857.0,61857.0,0.2725156409137204
Marshall Islands,MHL,16,3362BP,99570.0,99570.0,1.0
Marshall Islands,MHL,20,337,113765.0,113765.0,1.0
Marshall Islands,MHL,11,3391,2000.0,2000.0,1.0
Marshall Islands,MHL,6,3399,10245.0,31495.0,0.3252897285283378
Marshall Islands,MHL,14,3399,16950.0,31495.0,0.5381806635973964
Marshall Islands,MHL,20,3399,4300.0,31495.0,0.13652960787426577
Marshall Islands,MHL,21,S003,1850098.0,1850098.0,1.0
Martinique,MTQ,4,3121,1016768.0,1016768.0,1.0
Martinique,MTQ,8,315AL,2232.0,4254.0,0.5246826516220028
Martinique,MTQ,11,315AL,252.0,4254.0,0.05923836389280677
Martinique,MTQ,12,315AL,1770.0,4254.0,0.41607898448519043
Martinique,MTQ,10,323,12088.0,12088.0,1.0
Martinique,MTQ,9,3251,12424.0,12424.0,1.0
Martinique,MTQ,7,326,90191.0,90191.0,1.0
Martinique,MTQ,14,3313NF,53990.0,53990.0,1.0
Martinique,MTQ,16,3332OM,11890.0,11890.0,1.0
Martinique,MTQ,16,3341,2214.0,2214.0,1.0
Martinique,MTQ,18,3345,7498.0,7498.0,1.0
Martinique,MTQ,20,337,1430.0,1430.0,1.0
Martinique,MTQ,18,3391,41871.0,41871.0,1.0
Martinique,MTQ,14,3399,88904.0,91780.0,0.9686641969928089
Martinique,MTQ,18,3399,2876.0,91780.0,0.03133580300719111
Martinique,MTQ,21,S003,1461360.0,1461360.0,1.0
Mexico,MEX,2,111,19655369187.0,19669911382.0,0.9992606883316563
Mexico,MEX,4,111,13131305.0,19669911382.0,0.0006675833329893138
Mexico,MEX,11,111,1410890.0,19669911382.0,7.17283353544292e-05
Mexico,MEX,1,112,1423060890.0,1423060890.0,1.0
Mexico,MEX,1,113FF,363004145.0,874260169.0,0.4152129513291369
Mexico,MEX,2,113FF,469315301.0,874260169.0,0.5368142317827589
Mexico,MEX,3,113FF,4565208.0,874260169.0,0.005221795710105146
Mexico,MEX,4,113FF,32148125.0,874260169.0,0.036771805624831115
Mexico,MEX,7,113FF,846401.0,874260169.0,0.0009681340063429105
Mexico,MEX,9,113FF,4377217.0,874260169.0,0.005006767041676813
Mexico,MEX,14,113FF,3772.0,874260169.0,4.314505148180896e-06
Mexico,MEX,5,211,12110468180.0,12110468180.0,1.0
Mexico,MEX,5,212,371452416.0,371452416.0,1.0
Mexico,MEX,1,311,2358130410.0,14112022485.0,0.16710081156025028
Mexico,MEX,2,311,1703875656.0,14112022485.0,0.12073929571832027
Mexico,MEX,3,311,636373105.0,14112022485.0,0.04509439420723826
Mexico,MEX,4,311,9407163914.0,14112022485.0,0.6666063580892885
Mexico,MEX,6,311,1923101.0,14112022485.0,0.0001362739467035366
Mexico,MEX,7,311,1403866.0,14112022485.0,9.948014194933449e-05
Mexico,MEX,8,311,3143368.0,14112022485.0,0.0002227439761622517
Mexico,MEX,11,311,9065.0,14112022485.0,6.423600876228337e-07
Mexico,MEX,4,3121,12967674168.0,12967674168.0,1.0
Mexico,MEX,4,3122,114565796.0,114565796.0,1.0
Mexico,MEX,7,313TT,2929564.0,2071044506.0,0.0014145345459804426
Mexico,MEX,8,313TT,22742974.0,2071044506.0,0.010981402830364863
Mexico,MEX,11,313TT,1750874102.0,2071044506.0,0.8454063140253926
Mexico,MEX,12,313TT,1370959.0,2071044506.0,0.0006619650113883163
Mexico,MEX,13,313TT,32430034.0,2071044506.0,0.015658781791529495
Mexico,MEX,17,313TT,4114059.0,2071044506.0,0.001986465760673518
Mexico,MEX,20,313TT,256582814.0,2071044506.0,0.1238905360346708
Mexico,MEX,7,315AL,7104120.0,5306808706.0,0.0013386802490106566
Mexico,MEX,8,315AL,325878299.0,5306808706.0,0.06140758355045934
Mexico,MEX,9,315AL,194318.0,5306808706.0,3.661673347680681e-05
Mexico,MEX,10,315AL,485193.0,5306808706.0,9.142839451729805e-05
Mexico,MEX,11,315AL,2747350754.0,5306808706.0,0.5177029936831493
Mexico,MEX,12,315AL,1180719832.0,5306808706.0,0.22249150052555144
Mexico,MEX,18,315AL,6398.0,5306808706.0,1.2056209964316735e-06
Mexico,MEX,20,315AL,1045067001.0,5306808706.0,0.1969294653147047
Mexico,MEX,21,315AL,2791.0,5306808706.0,5.259281339544859e-07
Mexico,MEX,9,321,521735067.0,553494060.0,0.9426208964193762
Mexico,MEX,12,321,104541.0,553494060.0,0.00018887465567381156
Mexico,MEX,15,321,164330.0,553494060.0,0.0002968956884559881
Mexico,MEX,16,321,80605.0,553494060.0,0.00014562938579684126
Mexico,MEX,17,321,303884.0,553494060.0,0.0005490284755720775
Mexico,MEX,20,321,31105633.0,553494060.0,0.05619867537512507
Mexico,MEX,6,322,2246966.0,2029471819.0,0.001107167874401512
Mexico,MEX,7,322,229847759.0,2029471819.0,0.11325496459135607
Mexico,MEX,10,322,1489201805.0,2029471819.0,0.733787870843059
Mexico,MEX,12,322,496835.0,2029471819.0,0.00024481000196632937
Mexico,MEX,20,322,307678454.0,2029471819.0,0.1516051866892171
Mexico,MEX,7,323,14017.0,674956489.0,2.076726459918515e-05
Mexico,MEX,10,323,672365945.0,674956489.0,0.9961619096308888
Mexico,MEX,15,323,487838.0,674956489.0,0.0007227695532237487
Mexico,MEX,16,323,1388453.0,674956489.0,0.002057100009597804
Mexico,MEX,20,323,700236.0,674956489.0,0.0010374535416904482
Mexico,MEX,5,324,4132017174.0,4171256326.0,0.990592965540042
Mexico,MEX,6,324,2415270.0,4171256326.0,0.0005790269912077324
Mexico,MEX,13,324,36823882.0,4171256326.0,0.008828007468750315
Mexico,MEX,3,3251,364846.0,1998244157.0,0.0001825832937991671
Mexico,MEX,4,3251,38931.0,1998244157.0,1.9482604197100626e-05
Mexico,MEX,5,3251,60192140.0,1998244157.0,0.030122515203731434
Mexico,MEX,6,3251,1858892752.0,1998244157.0,0.9302630739532797
Mexico,MEX,7,3251,21572337.0,1998244157.0,0.01079564622993165
Mexico,MEX,9,3251,57183151.0,1998244157.0,0.028616698715060975
